incident_id,incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,DayAirTmpAvg,DayPrecip,DayRelHumAvg,DaySoilTmpAvg,DayWindSpdAvg,DayAirTmpAvg,DayPrecip,DayRelHumAvg,DaySoilTmpAvg,DayWindSpdAvg
128eaf5b-0947-44d0-9df9-fd7975d0fe9d,No Name Fire,Y,2023-12-05T14:27:31Z,2023-08-05T17:42:23Z,Lead agency: Kern County Fire,,Kern,"Sand Canyon Rd , southwest of Pearsonville",1120.0,100.0,,,-117.8875,35.78611,Wildfire,https://www.fire.ca.gov/incidents/2023/8/5/no-name-fire/,2023-08-19T17:00:00Z,2023-08-19,2023-08-05,N,True,False,,,,,,,,,,0.0
ac1b69c8-652d-428a-90eb-008eff0029d7,Almond Fire,Y,2024-06-04T15:09:17Z,2023-08-06T16:52:04Z,Kern County Fire,,Kern,Highway 46 and highway 33 West of Lost Hills. ,5228.0,100.0,,,-119.835808,35.614674,Wildfire,https://www.fire.ca.gov/incidents/2023/8/6/almond-fire/,2023-08-07T18:00:00Z,2023-08-07,2023-08-06,N,False,False,,,,,,,,,,1.9
5421868e-52ba-4737-8169-325e0aa040e4,Shirley Fire,Y,2013-08-24T13:45:00Z,2013-08-18T23:12:00Z,Sequoia National Forest,,Kern,Lower Kern River Canyon area off Highway 178,794.0,100.0,,Sequoia National Forest,-118.588,35.707,,https://www.fire.ca.gov/incidents/2013/8/18/shirley-fire/,2013-08-24T13:45:00Z,2013-08-24,2013-08-18,N,False,False,,,,,,25.2,0.0,41.0,29.2,1.5
2b5b710e-acec-4818-9d26-22062a75d793,Trotter,Y,2023-08-16T17:56:16Z,2023-08-14T11:10:00Z,Kern County Fire Department,,Kern,"Trotter Dr and Skyline Drive, West of Tehachapi ",52.0,100.0,,,-118.6027987,35.1387962,Wildfire,https://www.fire.ca.gov/incidents/2023/8/14/trotter/,2023-08-16T17:00:00Z,2023-08-16,2023-08-14,N,False,False,,,,,,,,,,0.0
1652d79a-f4fc-4151-a0d1-1b7366730f47,Hawk Fire,Y,2018-01-09T11:46:00Z,2017-07-07T09:18:00Z,Kern County Fire Department,,Kern,"Hwy 155, north of Bakersfield",2940.0,100.0,,Kern County Fire Department,-118.89627,35.77896,,https://www.fire.ca.gov/incidents/2017/7/7/hawk-fire/,2018-01-09T11:46:00Z,2018-01-09,2017-07-07,N,True,False,,,,,,29.6,0.0,44.0,31.5,1.3
ea019efb-52d2-4f08-8d04-20b680e2361b,Quail Fire,Y,2018-01-09T11:45:00Z,2017-07-06T12:29:00Z,Kern County Fire,,Kern,off Hwy 65 and Famoso Road east of Famoso,1626.0,100.0,,Kern County Fire,-119.08312,35.59904,,https://www.fire.ca.gov/incidents/2017/7/6/quail-fire/,2018-01-09T11:45:00Z,2018-01-09,2017-07-06,N,True,False,,,,,,28.7,0.0,43.0,30.9,1.3
a79536eb-5ceb-4219-9b96-fa0632c4a289,Fort Fire,Y,2020-08-07T07:19:08Z,2020-08-06T08:24:00Z,Kern County Fire Department,,Kern,Grapevine Rd and I-5,277.0,100.0,,,-118.92967,34.93929,Wildfire,https://www.fire.ca.gov/incidents/2020/8/6/fort-fire/,2020-08-07T07:18:00Z,2020-08-07,2020-08-06,N,True,False,,,,,,,,,,0.0
e2334135-81c5-44a5-b20d-c3a9b1301531,Stagecoach Fire,Y,2020-08-18T17:51:29Z,2020-08-03T17:33:03Z,"Unified Command: Kern County Fire Department,  Bureau of Land Management and Sequoia National Forest",,Kern,Stagecoach Drive and Piute Meadow Road South of Lake Isabella in Kern County. ,7760.0,100.0,,Kern County Fire,-118.53361,35.43044,Wildfire,https://www.fire.ca.gov/incidents/2020/8/3/stagecoach-fire/,2020-08-18T17:50:00Z,2020-08-18,2020-08-03,N,True,False,,,,,,,,,,0.0
ed47f029-1282-4d6b-b00a-1abdc40418e5,Creek Fire,Y,2024-06-14T13:36:28Z,2024-06-09T09:35:00Z,Kern County Fire Department,,Kern," Caliente Creek Road, Caliente",50.0,100.0,,,-118.386667,35.346667,Wildfire,https://www.fire.ca.gov/incidents/2024/6/9/creek-fire/,2024-06-11T08:00:00Z,2024-06-11,2024-06-09,N,False,False,,,,,,,,,,0.0
4cd301ff-b6a5-4615-b67d-d458beeefd6e,Cody Fire,Y,2024-06-28T09:54:22Z,2024-06-08T13:34:00Z,Kern County Fire Department,,Kern,"Sherwood Avenue, North of Bakersfield ",903.0,100.0,,,-119.031458,35.64995,Wildfire,https://www.fire.ca.gov/incidents/2024/6/8/cody-fire/,,,2024-06-08,N,False,False,,,,,,25.3,0.0,48.0,27.7,1.4
