incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,DayAirTmpAvg,DayPrecip,DayRelHumAvg,DaySoilTmpAvg,DayWindSpdAvg,DayAirTmpAvg,DayPrecip,DayRelHumAvg,DaySoilTmpAvg,DayWindSpdAvg
Blocksburg Fire,Y,2018-01-09T12:18:00Z,2017-08-03T16:41:00Z,CAL FIRE Humboldt-Del Norte Unit,,Humboldt,"Off Alderpoint Rd and Cemetery Rd, Blocksburg",30.0,100.0,,CAL FIRE Humboldt-Del Norte Unit,-123.64281,40.27582,,e1582691-805c-4627-b20b-e5e8ba110f20,https://www.fire.ca.gov/incidents/2017/8/3/blocksburg-fire/,2018-01-09T12:18:00Z,2018-01-09,2017-08-03,N,True,False,,,,,,29.7,0.0,48.0,26.8,2.2
Bald Hill 3 Fire,Y,2014-09-15T11:00:00Z,2014-09-12T15:00:00Z,Six Rivers National Forest,,Humboldt,1 mile northwest of Hoopa,210.0,100.0,,Six Rivers National Forest,-123.753,41.134,,d4523b72-45cf-4de2-8ccf-3905f1dc8dbd,https://www.fire.ca.gov/incidents/2014/9/12/bald-hill-3-fire/,2014-09-15T11:00:00Z,2014-09-15,2014-09-12,N,False,False,,,,,,,,,,1.5
Grape Fire,Y,2019-01-03T15:23:00Z,2018-04-24T16:59:00Z,USFS - Shasta-Trinity National Forest,,Humboldt,"Black Bennet Rd. near Grape Creek, 8 miles southwest of Burnt Ranch",0.0,100.0,,USFS - Shasta-Trinity National Forest,-123.55012,40.70258,,d6753341-5c6f-4530-9c02-25974496ddc8,https://www.fire.ca.gov/incidents/2018/4/24/grape-fire/,2019-01-03T15:23:00Z,2019-01-03,2018-04-24,N,False,False,,,,,,18.6,0.0,55.0,16.2,1.3
Bald Fire,Y,2015-06-11T18:15:00Z,2015-06-10T07:42:00Z,CAL FIRE Humboldt-Del Norte Unit ,,Humboldt,"off Bald Hills Rd, 15 miles east of Hwy 101 & Orick ",20.0,100.0,Bald Hills Road has one lane closed with controlled traffic. Motorist advised to stay out of the area if possible.,CAL FIRE Humboldt-Del Norte Unit ,-123.8292,41.1513,,ccd896f2-f071-4d26-ba9b-f413de4d6b77,https://www.fire.ca.gov/incidents/2015/6/10/bald-fire/,2015-06-11T18:15:00Z,2015-06-11,2015-06-10,N,True,False,,,,,,18.9,0.0,51.0,19.8,2.6
Bluff Fire,N,2021-06-07T08:27:30Z,2021-05-21T06:55:59Z,USFS Six Rivers National Forest,,Humboldt,"Bluff Creek and Wright Place,  north of Weitchpec",25.0,100.0,,USFS Six Rivers National Forest,-123.66003,41.23106,Wildfire,8e8900a0-814f-425a-8b37-bd5098222959,https://www.fire.ca.gov/incidents/2021/5/21/bluff-fire/,2021-06-06T12:26:00Z,2021-06-06,2021-05-21,N,False,False,,,,,,4.6,0.1,70.0,12.8,5.2
Wood Fire,Y,2024-10-09T21:54:14Z,2024-10-06T19:57:47Z,CAL FIRE Humboldt-Del Norte Unit,,Humboldt,"Wood Ranch Road and Redwood Drive, southwest of Phillipsville",26.0,100.0,,,-123.820482,40.176118,Wildfire,100b8102-e9f6-411f-9440-26b92b8ebe94,https://www.fire.ca.gov/incidents/2024/10/6/wood-fire/,2024-10-09T21:53:40Z,2024-10-09,2024-10-06,N,True,False,,,,,,25.2,0.0,36.0,19.7,2.5
Saw Fire,Y,2018-01-09T12:17:00Z,2017-08-03T11:58:00Z,CAL FIRE Humboldt-Del Norte Unit,,Humboldt,"Off Alderpoint Rd & Lower Sawmill Rd, east of Garberville",85.0,100.0,,CAL FIRE Humboldt-Del Norte Unit,-123.76099,40.11794,,dd6c5dfb-e5f5-4c1b-ab7f-aa9f3a4f60fc,https://www.fire.ca.gov/incidents/2017/8/3/saw-fire/,2018-01-09T12:17:00Z,2018-01-09,2017-08-03,N,True,False,,,,,,29.7,0.0,48.0,26.8,2.2
Point Fire,Y,2024-07-20T22:15:32Z,2024-07-10T17:46:39Z,CAL FIRE Humboldt Del Norte Unit,,Humboldt,East of Garberville on Alderpoint Road,85.0,100.0,,"CAGAR, CARDW, CAADP, CARCV, HCSO, CHP, CAMIR, CAFLV, ",-123.7729,40.11416,Wildfire,fdb9b539-dbfe-4112-98b3-ce893d831e9e,https://www.fire.ca.gov/incidents/2024/7/10/point-fire/,,,2024-07-10,N,True,False,,,,,,29.6,0.0,58.0,24.7,1.7
3-9 Fire,Y,2024-05-30T11:23:13Z,2023-08-16T02:22:13Z,,,Humboldt,Unknown / TBD,2840.0,,,,-123.5797,40.636317,Wildfire,35ef0b0b-5682-47f1-a9c7-b2258f072fc3,https://www.fire.ca.gov/incidents/2023/8/16/3-9-fire/,,,2023-08-16,N,False,False,,,,,,30.5,0.0,51.0,23.9,1.6
Stafford Fire,Y,2016-08-16T08:45:00Z,2016-08-11T14:57:00Z,CAL FIRE Humboldt-Del Norte,,Humboldt,"Community of Stafford, 7 miles south of Fortuna",23.0,100.0,,CAL FIRE Humboldt-Del Norte,-124.05804,40.4572,,bc2fd9c2-da5c-4cd7-bbec-9daf2143a196,https://www.fire.ca.gov/incidents/2016/8/11/stafford-fire/,2016-08-16T08:45:00Z,2016-08-16,2016-08-11,N,True,False,,,,,,28.8,0.0,43.0,23.4,2.2
Redwood Fire,Y,2020-10-24T18:23:15Z,2020-10-23T13:52:08Z,CAL FIRE Humboldt - Del Norte Unit ,,Humboldt,"Redwood House Road and Kneeland Road, Northwest of Bridgeville",102.0,100.0,,,-123.88658,40.55823,Wildfire,673a098f-d4f2-43c6-96c7-7712dafd20ec,https://www.fire.ca.gov/incidents/2020/10/23/redwood-fire/,,,2020-10-23,N,True,False,,,,,,15.8,0.0,31.0,15.5,2.6
Milepost 21 Fire,Y,2021-05-19T16:31:35Z,2020-07-20T15:44:53Z,Hoopa Valley Indian Reservation,,Humboldt,"Highway 96 and Deerhorn Rd, southeast of Weitchpec",100.0,100.0,,Hoopa Valley Indian Reservation,-123.6986222,41.1849445,Wildfire,1c0e692a-8afc-41e9-8ac7-d27b977f0cdd,https://www.fire.ca.gov/incidents/2020/7/20/milepost-21-fire/,2020-08-18T18:09:00Z,2020-08-18,2020-07-20,N,False,False,,,,,,21.9,0.0,36.0,22.6,2.3
Horse Fire,Y,2015-08-29T07:00:00Z,2015-08-18T18:30:00Z,CAL FIRE Humboldt-Del Norte Unit,,Humboldt,"Saddle Mountain Road, 6 miles NE Shelter Cove",146.0,100.0,,"CAL FIRE Humboldt-Del Norte Unit, BLM, CDCR, CCC, Humboldt Co. Sheriff, Humboldt OES, Shelter Cove Fire, Briceland Fire",-124.0720419,40.1058823,,cbaa4a28-c732-4c11-9d44-7da6c3bd8e42,https://www.fire.ca.gov/incidents/2015/8/18/horse-fire/,2015-08-29T07:00:00Z,2015-08-29,2015-08-18,N,True,False,,,,,,25.7,0.0,45.0,22.0,1.4
Bear Fire,Y,2024-10-13T08:49:03Z,2024-10-02T14:01:34Z,Six Rivers National Forest,,Humboldt,Northeast of Dinsmore,23.0,100.0,,,-123.654313,40.471128,Wildfire,9b8db758-3c0f-4e03-9bb0-de3c96a3154d,https://www.fire.ca.gov/incidents/2024/10/2/bear-fire/,2024-10-09T15:30:00Z,2024-10-09,2024-10-02,N,False,False,,,,,,23.2,0.0,47.0,19.9,1.5
Knob Fire,Y,2021-09-14T07:04:35Z,2021-08-29T08:00:00Z,Six Rivers National Forest,,Humboldt,"Friday Spur Rd & China Creek, south of Willow Creek",2421.0,100.0,,Six Rivers National Forest ,-123.6744,40.8652,Wildfire,d7b908db-7184-4f9e-923f-f811688cf4eb,https://www.fire.ca.gov/incidents/2021/8/29/knob-fire/,2021-09-13T07:00:00Z,2021-09-13,2021-08-29,N,False,False,,,,,,24.5,0.0,51.0,21.4,1.4
Tully Fire,Y,2016-09-04T06:55:00Z,2016-08-22T16:03:00Z,CAL Fire Humboldt-Del Norte Unit,,Humboldt,"off of Hwy 169 & Martin's Ferry Rd, northwest of Weitchpec ",599.0,100.0,,"CAL Fire Humboldt-Del Norte Unit, CDCR, Yurok Tribe, BIA, USFS, CCC, NDF, and NDC.",-123.82268,41.28486,,da72b0c2-835d-42a5-8fa8-4de5442610cc,https://www.fire.ca.gov/incidents/2016/8/22/tully-fire/,2016-09-04T06:55:00Z,2016-09-04,2016-08-22,N,True,False,,,,,,17.6,0.0,33.0,18.3,2.1
Carter Fire ,Y,2020-04-20T13:51:38Z,2020-04-04T20:22:08Z,Imperial County Fire Departmant,,Imperial,"Off Austin Road  and Weaver Road, South of Brawley",275.0,100.0,,Imperial County Fire Departmant,-115.5865,32.93432,Wildfire,a87d4713-817a-47ac-9fa5-427c474cf9a5,https://www.fire.ca.gov/incidents/2020/4/4/carter-fire/,2020-04-12T13:51:00Z,2020-04-12,2020-04-04,N,False,False,,,,,,19.2,0.0,42.0,13.1,2.0
Evan Hewes,Y,2022-07-05T15:36:21Z,2022-06-29T12:53:35Z,Imperial County Fire,,Imperial,"Evan Hewes Hwy and Jessup Rd, West of Seeley ",,,,,-115.71861,32.79106,Wildfire,77ceaa27-dedd-4703-9db1-5d80e9322f53,https://www.fire.ca.gov/incidents/2022/6/29/evan-hewes/,,,2022-06-29,N,False,False,,,,,,34.7,0.0,24.0,26.7,3.0
Inkopah 5 Fire,Y,2024-06-28T09:14:00Z,2024-06-16T11:15:56Z,CAL FIRE San Deigo Unit,,Imperial,"InKoPah Park Road, Boulder Park",30.0,100.0,,,-116.099983,32.655183,Wildfire,b1c20387-c024-40d6-bb7d-ed46655c4222,https://www.fire.ca.gov/incidents/2024/6/16/inkopah-5-fire/,2024-06-16T20:00:10Z,2024-06-16,2024-06-16,N,False,False,,,,,,31.4,0.0,23.0,25.0,3.2
Cow Fire,Y,2020-01-10T16:08:48Z,2019-09-06T12:23:00Z,USFS - Inyo National Forest ,,Inyo,"Golden Trout Wilderness, Inyo National Forest",1975.0,100.0,,Inyo National Forest ,-118.228,36.284,Wildfire,c3b236b9-3a1d-481d-b1eb-b0aa77c5b462,https://www.fire.ca.gov/incidents/2019/9/6/cow-fire/,2019-11-21T16:08:00Z,2019-11-21,2019-09-06,N,False,False,,,,,,28.2,0.0,42.0,25.9,1.4
Airport Fire,Y,2022-02-26T08:24:33Z,2022-02-16T16:06:41Z,BDU,,Inyo,"Airport Road and East Line Street, east of Bishop ",4136.0,100.0,,"Inyo Sheriff, Inyo National Forest Service, Los Angeles Department of Water & Power",-118.371813,37.369355,Wildfire,0261dfa0-f1c5-401b-abf3-91184cd2ac2c,https://www.fire.ca.gov/incidents/2022/2/16/airport-fire/,2022-02-26T08:24:14Z,2022-02-26,2022-02-16,N,False,False,,,,,,6.4,0.0,37.0,5.6,3.6
Bridges Fire,Y,2014-04-21T19:15:00Z,2014-04-19T15:54:00Z,CAL FIRE San Bernardino Unit,,Inyo,"off Highway 6 & 5 Bridges Rd, 5 miles northeast of Bishop",113.0,100.0,,"CAL FIRE San Bernardino Unit, Bishop Fire Dept, Inyo National Forest, Los Angeles Dept of Water and Power (LADWP), BLM - Desert District, CHP and Inyo Sheriff",-118.352,37.399,,1faad916-32b9-4cd0-94b8-dacfe71fa9f8,https://www.fire.ca.gov/incidents/2014/4/19/bridges-fire/,2014-04-21T19:15:00Z,2014-04-21,2014-04-19,N,True,False,,,,,,15.8,0.0,36.0,17.7,1.4
Taboose Fire,Y,2020-01-10T16:10:00Z,2019-09-06T12:43:35Z,Inyo National Forest     ,,Inyo,south west of Big Pine and north west of Aberdeen,10296.0,100.0,,"Inyo National Forest , Inyo County Sheriff's Office",-118.345,37.034,Wildfire,e7ea56c5-4290-4406-b0a5-c9d1718e9700,https://www.fire.ca.gov/incidents/2019/9/6/taboose-fire/,2019-11-21T16:09:00Z,2019-11-21,2019-09-06,N,False,False,,,,,,21.7,0.0,56.0,19.4,0.8
Waucoba Fire,Y,2024-12-20T09:19:04Z,2024-11-11T09:54:34Z,Inyo National Forest,,Inyo,"Badger Flat, west of Waucoba Mountain",8.0,100.0,,,-118.007,37.0211,Wildfire,ce14cca7-d5c4-4882-9008-d9b5493406fa,https://www.fire.ca.gov/incidents/2024/11/11/waucoba-fire/,2024-11-12T17:30:00Z,2024-11-12,2024-11-11,N,False,False,,,,,,5.9,0.0,39.0,8.5,1.6
Alabama Fire,Y,2022-10-12T10:14:56Z,2021-06-18T08:00:00Z,CAL FIRE San Bernardino Unit,,Inyo,"Whitney Portal Road and Hogback Road, Northwest of Lone Pine",560.0,100.0,,,-118.20355,36.59717,Wildfire,2947b64d-5835-411b-a603-afcbaf8d53d8,https://www.fire.ca.gov/incidents/2021/6/18/alabama-fire/,2021-06-21T07:17:16Z,2021-06-21,2021-06-18,N,True,False,,,,,,26.4,0.0,32.0,20.3,1.5
Owens River Fire,Y,2016-09-18T08:10:00Z,2016-09-17T13:49:00Z,Inyo National Forest,,Inyo,"Clark Canyon, north of Mammoth Lakes, east of Hwy 395",5443.0,100.0,,Inyo National Forest,-118.95309,37.75985,,821c040d-a17c-4934-990f-ca7d441a303a,https://www.fire.ca.gov/incidents/2016/9/17/owens-river-fire/,2016-09-18T08:10:00Z,2016-09-18,2016-09-17,N,False,False,,,,,,16.4,0.0,36.0,18.2,1.1
Pleasant Fire ,Y,2022-11-29T15:12:15Z,2022-10-23T12:55:00Z,CAL FIRE San Bernardino Unit  ,,Inyo,"Hwy 395 & Sawmill Road, Bishop ",50.0,100.0,,,-118.50091,37.38939,Wildfire,866407b4-2434-4d13-8a43-fa61f2d6a38d,https://www.fire.ca.gov/incidents/2022/10/23/pleasant-fire/,2022-10-25T12:00:00Z,2022-10-25,2022-10-23,N,True,False,,,,,,7.7,0.0,33.0,13.5,2.8
Georges Fire,Y,2019-01-04T09:54:00Z,2018-07-08T13:36:00Z,Inyo National Forest Service ,,Inyo,"off Hogback and Whitney Portal Road, Alabama Hills",2883.0,100.0,Some closures still exist in the fire area. Please avoid the fire area for your safety and for our firefighters’ safety.,Inyo National Forest Service ,-118.21881,36.6734,,09395db0-1c76-43c3-a3db-d18081b31a35,https://www.fire.ca.gov/incidents/2018/7/8/georges-fire/,2019-01-04T09:54:00Z,2019-01-04,2018-07-08,N,False,False,,,,,,26.3,0.0,42.0,23.9,0.9
Moffat Fire,Y,2022-10-24T10:25:37Z,2018-04-19T10:28:00Z,"Unified Command: CAL FIRE San Bernardino Unit, Cal Trans, and Inyo County Sheriff's Office",,Inyo,"Highway 395 and Moffat Ranch Road, north of Lone Pine",1065.0,100.0,,"Unified Command: CAL FIRE San Bernardino Unit, Cal Trans, and Inyo County Sheriff's Office, United State Forest Service, Beareau of Land Management, California Highway Patrol, CAL TRANS, Inyo Sheriff, Los Angeles Dept. of Water and Power, Lone Pine Vounteer FD",-118.08449,36.71537,,a339b368-ec58-463e-9a26-9af37c938f49,https://www.fire.ca.gov/incidents/2018/4/19/moffat-fire/,2019-01-03T13:09:00Z,2019-01-03,2018-04-19,N,True,False,,,,,,9.5,0.0,35.0,13.8,3.5
River Fire,Y,2022-10-24T11:39:23Z,2013-02-24T08:16:00Z,CAL FIRE San Bernardino Unit,,Inyo,"south of Narrow Gauge Rd & north of Hwy 136, east of Lone Pine",407.0,100.0,,"CAL FIRE San Bernardino Unit, Inyo County Sheriff, US Forest Service, BLM, LADWP, Lone Pine Volunteer Fire Department, Big Pine Volunteer Fire Department, Olancha Volunteer Fire Department, Independence Volunteer Fire Department.",-118.01651,36.602575,,094719ba-a47b-4abb-9ec5-a506b2b9fd23,https://www.fire.ca.gov/incidents/2013/2/24/river-fire/,2013-02-28T20:00:00Z,2013-02-28,2013-02-24,N,True,False,,,,,,2.3,0.0,24.0,5.4,2.5
Pleasant Fire,Y,2019-01-03T09:43:00Z,2018-02-18T14:12:00Z,Unified Command: CAL FIRE San Bernardino Unit and Inyo County Sheriff's Office,,Inyo,"Pleasant Valley Dam Road and Hwy 395, north of Bishop",2070.0,100.0,,"Unified Command: CAL FIRE San Bernardino Unit and Inyo County Sheriff's Office, CAL FIRE, Inyo County Sheriff's Office, BLM, Inyo USFS, CAL OES, CHP, CDCR, CAL TRANS, Mono County Sheriff, Paradise Fire Dept., DWP, Mammoth Fire, Bishop Fire, Big Pine Fire, Independence Fire, Lone Pine Fire, Long Valley Fire, Wheeler Crest Fire, Red Cross and Southern California Edison.",-118.50235,37.40208,,3d866877-330a-4a14-b5bd-48675955af64,https://www.fire.ca.gov/incidents/2018/2/18/pleasant-fire/,2019-01-03T09:43:00Z,2019-01-03,2018-02-18,N,True,False,,,,,,7.1,0.0,21.0,7.7,2.9
Cartago Fire,Y,2024-04-06T18:43:47Z,2024-04-03T23:30:00Z,CAL FIRE San Bernardino Unit,,Inyo,"Cartago, Inyo County ",104.0,100.0,,,-118.026767,36.316401,Wildfire,22229c97-8035-4ba8-b1a2-1965107977ed,https://www.fire.ca.gov/incidents/2024/4/3/cartago-fire/,,,2024-04-03,N,False,False,,,,,,17.9,0.0,54.0,18.2,1.2
Quality Fire,Y,2024-07-16T22:17:24Z,2024-07-13T18:17:30Z,CAL FIRE San Bernardino Unit,,Inyo,"Lone Pine Golf Course Road and Main Street, Lone Pine",51.0,100.0,,,-118.057587,36.576457,Wildfire,8ff00a3e-f9a6-4c09-8aa0-5549f351312f,https://www.fire.ca.gov/incidents/2024/7/13/quality-fire/,2024-07-16T22:16:59Z,2024-07-16,2024-07-13,N,True,False,,,,,,24.8,1.3,46.0,20.8,1.5
Lone Pine Fire,Y,2016-07-02T20:00:00Z,2016-07-01T12:56:00Z,CAL FIRE San Bernardino Unit,,Inyo,"Whitney Portal Rd. and OlivasRanch Rd., 3 miles West of Lone Pine",30.0,100.0,,CAL FIRE San Bernardino Unit,-118.15589,36.58972,,6f07d935-7d64-4be8-8e96-d34384686bf8,https://www.fire.ca.gov/incidents/2016/7/1/lone-pine-fire/,2016-07-02T20:00:00Z,2016-07-02,2016-07-01,N,True,False,,,,,,26.5,0.9,35.0,21.1,1.8
Owens Fire,Y,2019-01-04T09:29:00Z,2018-07-31T15:07:00Z,Inyo National Forest,,Inyo,"Owens River Rd & Indiana Summit Rd, north of Mammoth Lakes",338.0,100.0,,Inyo National Forest,-118.970443,37.735461,,574b0b35-4c66-44ac-8797-3eadf09e495d,https://www.fire.ca.gov/incidents/2018/7/31/owens-fire/,2019-01-04T09:29:00Z,2019-01-04,2018-07-31,N,False,False,,,,,,25.5,0.0,46.0,23.7,0.9
Horseshoe Fire,Y,2024-12-13T12:33:07Z,2024-10-30T11:27:05Z,Inyo National Forest,,Inyo,"Horseshoe Meadows Road, near Lone Pine",4537.0,98.0,,,-118.139117,36.496333,Wildfire,98160dda-7fdf-4765-995e-d8fb35460979,https://www.fire.ca.gov/incidents/2024/10/30/horseshoe-fire/,,,2024-10-30,N,False,False,,,,,,3.4,0.0,49.0,10.7,1.1
Inyo Creek Fire,Y,2021-07-12T07:59:32Z,2021-06-19T06:19:04Z,,,Inyo,"Whitney Portal Road, West of Lone Pine in Inyo County",592.0,100.0,,Inyo National Forest ,-118.1420738,36.6000177,,68b1630c-10e7-4d99-9c61-baa592f1dd83,https://www.fire.ca.gov/incidents/2021/6/19/inyo-creek-fire/,2021-07-09T08:00:00Z,2021-07-09,2021-06-19,N,False,False,,,,,,26.8,0.0,29.0,20.4,1.3
Hudson Fire,Y,2018-01-09T11:59:00Z,2017-07-18T11:45:00Z,Kern County Fire ,,Kern,"Hudson Ranch Rd. and Hwy 166, south of Maricopa",1083.0,100.0,,Kern County Fire ,-119.44751,34.94373,,27759042-9df3-4d57-951e-f5727bcf013f,https://www.fire.ca.gov/incidents/2017/7/18/hudson-fire/,2018-01-09T11:59:00Z,2018-01-09,2017-07-18,N,True,False,,,,,,,,,,0.0
Addie Fire,Y,2024-12-16T14:19:43Z,2024-12-14T13:45:56Z,,,Kern,Near Highway 33 ,30.0,100.0,,,-119.61551,35.27248,Wildfire,d64ada14-14ac-4ef6-a77b-495b6b17136f,https://www.fire.ca.gov/incidents/2024/12/14/addie-fire/,2024-12-15T08:00:00Z,2024-12-15,2024-12-14,N,False,False,,,,,,,,,,3.0
Train Fire,Y,2024-09-15T12:21:09Z,2024-09-09T16:07:20Z,Kern County Fire Department,,Kern,"Bealville Road, Bealville  ",48.0,100.0,,,-118.62193,35.2659,Wildfire,aa8bcbc8-31af-4d8a-b0d8-9351974cf51f,https://www.fire.ca.gov/incidents/2024/9/9/train-fire/,2024-09-10T12:21:06Z,2024-09-10,2024-09-09,N,False,False,,,,,,,,,,0.0
Bena Fire,Y,2022-10-21T13:21:06Z,2020-07-01T16:32:50Z,Kern County Fire Department,,Kern,"Bena Road and Caliente Bodfish Road, East of Bakersfield",4000.0,100.0,,,-118.702732,35.310132,Wildfire,14042a79-1fd0-4e82-b17d-1b201306de22,https://www.fire.ca.gov/incidents/2020/7/1/bena-fire/,2020-07-03T07:30:00Z,2020-07-03,2020-07-01,N,True,False,,,,,,25.3,0.0,36.0,25.0,2.1
Sky Fire,Y,2024-06-21T13:07:49Z,2024-06-19T11:32:30Z,Kern County Fire Department ,,Kern,"Elk Hills Road and Skyline Road, West of Bakersfield ",528.0,100.0,,,-119.462711,35.32752,Wildfire,cd7aebca-2b90-4953-a108-2a0cab35a196,https://www.fire.ca.gov/incidents/2024/6/19/sky-fire/,2024-06-19T13:07:44Z,2024-06-19,2024-06-19,N,False,False,,,,,,23.6,0.0,37.0,30.2,1.8
Tecuya Fire,Y,2023-08-11T14:07:01Z,2023-08-02T07:30:00Z,USFS/Los Padres National Forest,,Kern,"North of Frazier Park, Tecuya Mountain",,,,,-118.997325,34.847129,Wildfire,3178236b-9195-40af-93c6-34e7d13f405a,https://www.fire.ca.gov/incidents/2023/8/2/tecuya-fire/,2023-08-07T08:00:00Z,2023-08-07,2023-08-02,N,False,False,,,,,,,,,,0.0
Soda Fire,Y,2020-08-12T16:23:22Z,2020-08-12T11:43:49Z,Kern County Fire Department,,Kern,"Soda Lake Rd and Hwy 33, south of Maricopa",424.0,100.0,,Kern County Fire Department,-119.444977,34.962524,Wildfire,14e1721e-3907-4b2f-b9f9-3842a7d7106e,https://www.fire.ca.gov/incidents/2020/8/12/soda-fire/,2020-08-12T16:22:00Z,2020-08-12,2020-08-12,N,False,False,,,,,,,,,,0.0
East Fire ,Y,2024-06-04T15:08:21Z,2023-08-01T14:26:00Z,Kern County Fire Department,,Kern,"Round Mountain Road and Eastmont Road, northeast of Bakersfield",1291.0,100.0,,,-118.875657,35.490591,Wildfire,29d92f74-bbef-483e-9cf5-4f45aa82a8ba,https://www.fire.ca.gov/incidents/2023/8/1/east-fire/,2023-08-02T20:28:31Z,2023-08-02,2023-08-01,N,False,False,,,,,,26.3,0.0,43.0,28.9,1.6
Water Fire,Y,2019-01-04T09:06:00Z,2018-09-12T11:25:00Z,Kern County Fire,,Kern,"southbound I-5, south of Grapevine Rd.",200.0,100.0,,Kern County Fire,-118.92485,34.91482,,f694c74c-adad-459c-b357-4cd2f10f16df,https://www.fire.ca.gov/incidents/2018/9/12/water-fire/,2019-01-04T09:06:00Z,2019-01-04,2018-09-12,N,True,False,,,,,,,,,,0.0
Scodie Fire,Y,2023-08-04T10:29:03Z,2023-07-28T21:28:00Z,Kern County Fire Department,,Kern,"Highway 178 and Scodie Park Road, near Onyx",20.0,100.0,,,-118.2148,35.6967,Wildfire,3e418d3a-f64b-48cf-9a0a-f6f893ddf75c,https://www.fire.ca.gov/incidents/2023/7/28/scodie-fire/,,,2023-07-28,N,True,False,,,,,,,,,,0.0
Pine Fire,Y,2019-01-04T09:17:00Z,2018-08-16T16:06:00Z,Kern County Fire ,,Kern,"off Pine Mountain Road and Granite Road, north of Bakersfield",114.0,100.0,,Kern County Fire ,-118.80138889,35.56888889,,471980a3-9ffb-4b1f-8e51-eabb9736b51b,https://www.fire.ca.gov/incidents/2018/8/16/pine-fire/,2019-01-04T09:17:00Z,2019-01-04,2018-08-16,N,True,False,,,,,,26.4,0.0,49.0,26.7,1.3
Call Fire,Y,2019-01-04T09:16:00Z,2018-08-18T15:17:00Z,USFS Sequoia National Forest,,Kern,"off Cow Flat Road and Highway 178, west of Lake Isabella",367.0,100.0,,USFS Sequoia National Forest,-118.6525,35.51777778,,5eab06a3-5deb-4934-98a7-7c42eb86cbf9,https://www.fire.ca.gov/incidents/2018/8/18/call-fire/,2019-01-04T09:16:00Z,2019-01-04,2018-08-18,N,False,False,,,,,,29.0,0.0,43.0,27.2,1.3
Canyon Fire,Y,2021-06-28T07:08:25Z,2021-06-26T20:47:10Z,Lean Agency: Kern County Fire,,Kern,Hwy 178 and Rancheria Rd,220.0,100.0,,,-118.793912,35.442533,Wildfire,eddffab0-51af-490d-b60e-640300fe6085,https://www.fire.ca.gov/incidents/2021/6/26/canyon-fire/,2021-06-28T07:08:15Z,2021-06-28,2021-06-26,N,True,False,,,,,,28.1,0.0,48.0,27.1,1.4
District Fire,Y,2023-12-05T14:14:41Z,2023-07-07T14:27:00Z,Kern County Fire Department,,Kern,"Interstate 5 and Fort Tejon Road, north of Lebec",1044.0,100.0,,,-118.9033,34.8866,Wildfire,ef08a1c3-8626-4881-b25c-64b7a913d174,https://www.fire.ca.gov/incidents/2023/7/7/district-fire/,2023-07-11T17:40:00Z,2023-07-11,2023-07-07,N,False,False,,,,,,,,,,0.0
Ruby Fire,Y,2024-10-05T11:07:27Z,2024-10-04T15:56:13Z,,,Kern," Ruby Ave and Amber Street, north of Rosamond",50.0,100.0,,,-118.190532,34.957874,Wildfire,cae6e64a-d5a1-4a13-9682-b49009f8aa63,https://www.fire.ca.gov/incidents/2024/10/4/ruby-fire/,2024-10-05T08:00:00Z,2024-10-05,2024-10-04,N,False,False,,,,,,,,,,0.0
Garden Fire,Y,2018-01-09T12:14:00Z,2017-07-30T16:17:00Z,Sequoia National Forest,,Kern,"1/2 mile west of USFS Democrat Fire Station, Kern River Ranger District",1350.0,100.0,,Sequoia National Forest,-118.654,35.543,,0f4499f5-846c-4791-994e-81df04fe691a,https://www.fire.ca.gov/incidents/2017/7/30/garden-fire/,2018-01-09T12:14:00Z,2018-01-09,2017-07-30,N,False,False,,,,,,27.9,0.0,42.0,32.1,1.2
Dove Fire,Y,2024-10-26T07:33:14Z,2024-10-19T12:59:28Z,Kern County Fire Department,,Kern,"Dove Spronga Canyon Road, Kelso Valley",1000.0,100.0,,,-118.1033,35.45554,Wildfire,cb4f3767-abd3-4c41-a36c-97e10a79a2b0,https://www.fire.ca.gov/incidents/2024/10/19/dove-fire/,,,2024-10-19,N,False,False,,,,,,,,,,0.0
Rose Fire,Y,2018-01-09T12:31:00Z,2017-08-10T14:32:00Z,CAL FIRE/Kern County Fire,,Kern,"I-5 Freeway and Grapevine Rd, north of the Grapevine",338.0,100.0,,CAL FIRE/Kern County Fire,-118.9267,34.92907,,09e74687-85e7-488f-a5c8-8a11f75ab7d8,https://www.fire.ca.gov/incidents/2017/8/10/rose-fire/,2018-01-09T12:31:00Z,2018-01-09,2017-08-10,N,True,False,,,,,,,,,,0.0
