incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,DayAirTmpAvg,DayPrecip,DayRelHumAvg,DaySoilTmpAvg,DayWindSpdAvg,DayAirTmpAvg,DayPrecip,DayRelHumAvg,DaySoilTmpAvg,DayWindSpdAvg
Haigh Fire,Y,2014-06-13T18:30:00Z,2014-06-10T15:11:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Highway 49 and Haigh Rd., north of Coulterville",130.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-120.197,37.7103,,50567f4a-c56d-4d73-9855-f5d81fa74025,https://www.fire.ca.gov/incidents/2014/6/10/haigh-fire/,2014-06-13T18:30:00Z,2014-06-13,2014-06-10,N,True,False,,,,,,25.7,0.0,39.0,22.0,5.3
Ramblin Fire,Y,2018-01-09T13:29:00Z,2017-10-03T11:44:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Ramblin Road and Mount Lilac Road, 4 miles south of Bootjack",17.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-119.87465,37.41231,,273d1f78-c432-46c0-8969-26c3f936cc65,https://www.fire.ca.gov/incidents/2017/10/3/ramblin-fire/,2018-01-09T13:29:00Z,2018-01-09,2017-10-03,N,True,False,,,,,,14.9,0.0,42.0,18.3,2.1
Ben Fire,Y,2020-07-18T07:58:22Z,2020-07-15T16:44:16Z,CAL FIRE Madera-Mairposa-Merced Unit,,Mariposa,"Ben Hur Road and Buckeye Road, South of Mariposa  ",48.0,100.0,,,-119.95807,37.42319,Wildfire,79575aba-0ca4-446e-a28e-39bafbad368e,https://www.fire.ca.gov/incidents/2020/7/15/ben-fire/,2020-07-18T07:58:00Z,2020-07-18,2020-07-15,N,True,False,,,,,,26.7,0.0,48.0,26.0,2.0
Ferguson Fire,Y,2019-01-04T09:48:00Z,2018-07-13T21:36:00Z,USFS Sierra National Forest ,,Mariposa,"Highway 140 and Hite Cove, near El Portal",96901.0,100.0,,USFS Sierra National Forest ,-119.88581,37.6549,,29d15973-a999-409e-adf4-486854df44ed,https://www.fire.ca.gov/incidents/2018/7/13/ferguson-fire/,2019-01-04T09:48:00Z,2019-01-04,2018-07-13,N,False,False,,,,,,30.7,0.0,36.0,24.1,2.7
Cornetts Fire,Y,2020-06-16T19:19:03Z,2020-06-13T14:27:51Z,CALFIRE Madera-Mariposa-Merced Unit,,Mariposa,Cornetts Road and Old Highway South,191.0,100.0,,,-120.08522,37.40827,Wildfire,44bf7479-689e-4203-9f38-8b05917db66b,https://www.fire.ca.gov/incidents/2020/6/13/cornetts-fire/,2020-06-16T19:17:00Z,2020-06-16,2020-06-13,N,True,False,,,,,,17.7,0.0,54.0,23.4,3.0
Westfall Fire,Y,2018-01-09T10:33:00Z,2017-06-15T07:30:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,west of  Westfall Road and north of Whiterock Road,63.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-120.0088,37.36914,,1dfae538-fd95-4454-865d-3d74e4b56665,https://www.fire.ca.gov/incidents/2017/6/15/westfall-fire/,2018-01-09T10:33:00Z,2018-01-09,2017-06-15,N,True,False,,,,,,25.4,0.0,32.0,21.1,3.5
Spring Fire,Y,2018-01-09T11:17:00Z,2017-07-02T13:36:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"off Hwy 49 and Allred Road, south of Mariposa",225.0,100.0,"Hwy 49s is open with no escort, the right passing lane, on Spring Hill, is closed and for fire personnel only. Allred Rd. from Hwy 49s to Morningstar Ln. is open to residents only.","CAL FIRE Madera-Mariposa-Merced Unit, Mariposa County Sheriff Office, Mariposa County Fire, PG&E, Caltrans, Mariposa County Public Works, CHP, Red Cross, CAL FIRE.",-119.921,37.4591,,3980fbbb-d17b-4deb-83a4-9af2290b5272,https://www.fire.ca.gov/incidents/2017/7/2/spring-fire/,2018-01-09T11:17:00Z,2018-01-09,2017-07-02,N,True,False,,,,,,26.8,0.0,42.0,23.8,1.8
Valley Fire,Y,2019-07-25T18:59:33Z,2019-07-21T12:01:40Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa," Old Hwy and Guadalupe, East of Mariposa",149.0,100.0,,,-120.027731,37.241427,Wildfire,f8a2fd4a-286e-4688-8a5c-fa2ad98751ab,https://www.fire.ca.gov/incidents/2019/7/21/valley-fire/,,,2019-07-21,N,True,False,,,,,,27.8,0.0,45.0,24.8,2.2
River Fire,Y,2021-07-19T18:40:14Z,2021-07-11T14:10:26Z,CAL FIRE Madera-Mariposa-Merced,,Mariposa,Oak Grove Road and Oak Grove School Road,9656.0,100.0,,"Animal Evacuations information: Madera County, Animal Evacuations information: Mariposa County, Red Cross:, Information Line, Media Line, Cooperating Agencies: CHP, Madera Sheriff, Mariposa Sheriff, Madera Co Roads, Mariposa Co Roads, PG&E, Madera County Fire, Mariposa County Fire, Merced County Fire, CAL OES, USFS, American Red Cross, Central California Animal Disaster Team",-119.869785,37.350823,Wildfire,2acb95c8-7a0b-4bfc-9174-6da944037bf2,https://www.fire.ca.gov/incidents/2021/7/11/river-fire/,2021-07-19T18:39:33Z,2021-07-19,2021-07-11,N,True,False,,,,,,34.1,0.0,23.0,25.4,2.7
Granite Fire,Y,2024-07-07T16:29:39Z,2024-07-06T16:57:37Z,CAL FIRE Madera Mariposa Merced,,Mariposa,"Narciso Way and Granite Springs Rd., Coulterville",55.0,100.0,,,-120.325444,37.7133123,Wildfire,47d84716-507a-4630-af90-8ecdf542bc9d,https://www.fire.ca.gov/incidents/2024/7/6/granite-fire/,,,2024-07-06,N,True,False,,,,,,,,,,1.7
Lake Fire,Y,2019-07-15T18:34:14Z,2019-07-08T15:30:14Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"McSwain Entrance and Lake McClure Rd, Hornitos",244.0,100.0,,,-120.296551,37.524378,Wildfire,6be8378d-9a89-40a3-bc66-4fc0ab22ebc2,https://www.fire.ca.gov/incidents/2019/7/8/lake-fire/,,,2019-07-08,N,True,False,,,,,,21.2,0.0,53.0,22.1,3.5
Hunters Fire,Y,2020-06-10T07:03:48Z,2020-06-07T19:15:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa, Hunters Valley Road and Detwiler Road in Mariposa County. ,85.0,100.0,,,-120.215454,37.61955,Wildfire,876b63ff-62a2-4584-8aa2-d99f027c0e9f,https://www.fire.ca.gov/incidents/2020/6/7/hunters-fire/,2020-06-10T07:03:00Z,2020-06-10,2020-06-07,N,True,False,,,,,,16.5,0.0,48.0,20.0,4.3
Boyer Fire,Y,2019-01-04T10:05:00Z,2018-06-15T13:37:00Z,CAL FIRE Madera-Mariposa-Merced ,,Mariposa,"off Boyer Road and Fox Hollow Lane, Community of Bootjack",53.0,100.0,,CAL FIRE Madera-Mariposa-Merced ,-119.84299,37.47677,,42bd7e44-5bfa-4e25-961d-941a18bc00d0,https://www.fire.ca.gov/incidents/2018/6/15/boyer-fire/,2019-01-04T10:05:00Z,2019-01-04,2018-06-15,N,True,False,,,,,,25.2,0.0,29.0,22.8,2.4
French Fire,Y,2024-07-19T14:00:27Z,2024-07-04T18:33:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"French Camp Road at Hwy 49, Mariposa",908.0,100.0,,,-119.9771,37.50959,Wildfire,a96e7558-807f-481e-a8c5-ddadc9829be7,https://www.fire.ca.gov/incidents/2024/7/4/french-fire/,,,2024-07-04,N,True,False,,,,,,32.2,0.0,38.0,24.3,0.4
Live Oak Fire,Y,2021-05-31T18:51:36Z,2021-05-27T14:36:00Z,CAL FIRE Madera Mariposa Merced Unit,,Mariposa,"Live Oak Rd and Yaqui Gulch Rd, West of Mormon Bar",197.0,100.0,,,-120.00392,37.45646,Wildfire,4f6bdd52-abdc-4c93-a48b-7d7adae05cfc,https://www.fire.ca.gov/incidents/2021/5/27/live-oak-fire/,2021-05-31T18:50:19Z,2021-05-31,2021-05-27,N,True,False,,,,,,22.6,0.0,28.0,18.7,2.9
Dog Rock Fire,Y,2014-10-12T18:00:00Z,2014-10-07T15:05:00Z,Yosemite National Park,,Mariposa,"Hwy 140 at Indian Creek, El Portal Community",311.0,100.0,,Yosemite National Park,40.34,37.0,,ba17d495-8ce6-4a0f-a3ba-487bd877969e,https://www.fire.ca.gov/incidents/2014/10/7/dog-rock-fire/,2014-10-12T18:00:00Z,2014-10-12,2014-10-07,N,False,False,,,,,,13.5,0.0,40.0,13.7,1.3
Ben Fire,Y,2022-10-24T10:51:27Z,2017-06-28T15:49:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,off Ben Hur Road and Silver Bar Road,558.0,100.0,Road closures have been lifted,"CAL FIRE Madera-Mariposa-Merced Unit, Mariposa County Fire, Mariposa County Sheriff, CHP, PG&E, CAL FIRE, CCC",-119.9646,37.3762,,d36387df-af2a-4b20-a94f-589fdccf67cd,https://www.fire.ca.gov/incidents/2017/6/28/ben-fire/,2018-01-09T11:10:00Z,2018-01-09,2017-06-28,N,True,False,,,,,,26.2,0.0,36.0,23.9,2.8
Hunter Fire,Y,2022-10-21T13:53:06Z,2019-08-15T15:15:56Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Bear Valley Rd and Cotton Creek Rd, east of Snelling",433.0,100.0,,,-120.208019,37.532028,Wildfire,852f3058-ccaa-4877-8e8e-f5b8a9649936,https://www.fire.ca.gov/incidents/2019/8/15/hunter-fire/,,,2019-08-15,N,True,False,,,,,,28.8,0.0,42.0,24.2,2.0
Wheeler Fire,Y,2019-01-04T10:04:00Z,2018-06-18T12:30:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Wheeler Gulch & Hwy 49 South, southwest of Coulterville",115.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-120.199162,37.707234,,8f98a50c-fac6-4dcd-844f-76c49891f0f6,https://www.fire.ca.gov/incidents/2018/6/18/wheeler-fire/,2019-01-04T10:04:00Z,2019-01-04,2018-06-18,N,True,False,,,,,,21.8,0.0,55.0,19.8,3.0
Ben Fire,Y,2019-01-04T09:39:00Z,2018-07-19T13:07:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Ben Hur Rd & Preston Rd, south of Ben Hur",40.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-119.97546,37.28365,,e4c8aa24-e396-46d1-ae6e-bc9c7889967a,https://www.fire.ca.gov/incidents/2018/7/19/ben-fire/,2019-01-04T09:39:00Z,2019-01-04,2018-07-19,N,True,False,,,,,,31.3,0.0,33.0,24.8,2.0
Detwiler Fire,Y,2022-10-24T10:41:12Z,2017-07-16T15:56:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Detwiler Rd and Hunters Valley Rd, 2 miles east of Lake McClure",81826.0,100.0,,"CAL FIRE Madera-Mariposa-Merced Unit, Mariposa County Sheriff’s Office, Mariposa County Fire, CAL OES, CHP, Mariposa Public Works, CALTRANS, Mariposa Public Utility District, BLM, Merced County Fairgrounds, Mariposa County Fairgrounds, California Dept. of Corrections and Rehabilitation, American Red Cross, Mariposa OES, Mariposa County Human Services and Public Health, North Fork Tribal Chair, CDCR CYA Camp, City of San Francisco, TDS Telecom, AT&T, Verizon, Sierra Pacific Industries, PG&E, Tuolumne County Sheriff, Wildland Defense Systems, Sierra Telephone, California State Parks, Salvation Army, United States Forest Service, Federal Team 5, Red Zone Disaster Intelligence, City of Merced, U.S. Senator Feinstein’s Office, California National Guard, John C. Fremont Healthcare District, National Park Service, Sonoma County, Madera Sheriff and Mariposa Health Air Quality, Merced County, California Conservation Corps",-120.21321,37.61757,,9feb25c4-d3ae-4f78-9fc9-a1ad2b308e42,https://www.fire.ca.gov/incidents/2017/7/16/detwiler-fire/,2018-01-09T11:57:00Z,2018-01-09,2017-07-16,N,True,False,,,,,,28.6,0.0,43.0,24.5,2.5
Bullion Fire,Y,2024-07-24T22:28:04Z,2024-07-24T14:04:38Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"6000 block of Highway 49, Mariposa",50.0,100.0,,,-120.046081,37.51019,Wildfire,da3ce6fb-d828-4f22-bff2-ca124a86db5b,https://www.fire.ca.gov/incidents/2024/7/24/bullion-fire/,,,2024-07-24,N,True,False,,,,,,,,,,2.2
Gulch Fire,Y,2023-06-11T18:17:22Z,2023-06-10T15:07:00Z,CALFIRE Madera-Mariposa-Merced Unit,,Mariposa,"Indian Gulch Road and McCay Road, Cathays Valley",25.0,100.0,,,-120.1499,37.4404,Wildfire,17f58280-2631-440e-9bca-cbdea1e5e373,https://www.fire.ca.gov/incidents/2023/6/10/gulch-fire/,,,2023-06-10,N,True,False,,,,,,,,,,2.4
Gaines Fire,Y,2019-10-02T16:07:03Z,2019-08-16T14:11:02Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Mt Gaines Rd and Bear Valley Rd, Bear Valley",1300.0,100.0,,,-120.177018,37.536069,Wildfire,547b7d19-9b75-4c11-8b88-56adb6460a3c,https://www.fire.ca.gov/incidents/2019/8/16/gaines-fire/,,,2019-08-16,N,True,False,,,,,,28.6,0.0,39.0,24.3,2.9
Banderilla Fire,Y,2018-01-09T11:48:00Z,2017-07-07T15:50:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Banderilla Dr & Hidalgo St, north of Hayward",36.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-120.34802,37.65963,,932a3f2f-6c0e-42a6-b357-f333774b4ea8,https://www.fire.ca.gov/incidents/2017/7/7/banderilla-fire/,2018-01-09T11:48:00Z,2018-01-09,2017-07-07,N,True,False,,,,,,28.9,0.0,38.0,26.2,3.0
Pratt Fire,Y,2013-07-23T16:00:00Z,2013-07-23T13:29:00Z,CAL FIRE Mendocino Unit,,Mendocino,"Hwy 175 & Pratt Ranch Road, East of Hopland ",45.0,100.0,,CAL FIRE Mendocino Unit,-123.067671,38.980846,,f1d7f375-8aa3-4cb5-a864-bae9bb90cbd1,https://www.fire.ca.gov/incidents/2013/7/23/pratt-fire/,2013-07-23T16:00:00Z,2013-07-23,2013-07-23,N,True,False,,,,,,19.2,0.0,69.0,20.1,1.7
Hopland Fire,Y,2020-06-14T07:40:56Z,2020-06-13T18:52:54Z, CAL FIRE Mendocino Unit,,Mendocino,"Highway 101, southwest of Hopland",34.0,100.0,,,-80.49163,39.14783,Wildfire,2aa93d4d-809e-42ed-8025-7449711f667d,https://www.fire.ca.gov/incidents/2020/6/13/hopland-fire/,2020-06-14T07:36:00Z,2020-06-14,2020-06-13,N,True,False,,,,,,27.0,0.0,25.0,32.7,2.5
Heart Fire,Y,2019-01-04T09:37:00Z,2018-07-21T16:22:00Z,CAL FIRE Mendocino Unit,,Mendocino,"Hwy 101 at mile marker 38, west of Redwood Valley (Mendocino County) ",67.0,100.0,,CAL FIRE Mendocino Unit,-123.258319,39.279833,,fb7f7795-ede7-40cc-acf6-3ee6e761d0a9,https://www.fire.ca.gov/incidents/2018/7/21/heart-fire/,2019-01-04T09:37:00Z,2019-01-04,2018-07-21,N,True,False,,,,,,19.3,0.0,69.0,25.5,1.7
Rios Fire,Y,2024-07-21T10:04:22Z,2024-07-20T17:51:09Z,CAL FIRE Mendocino Unit,,Mendocino,"Dos Rios, near the community of Covelo ",6.0,100.0,,,-123.344954,39.635533,Wildfire,008caaaa-8cea-4fb6-97a7-4cb95d750f0d,https://www.fire.ca.gov/incidents/2024/7/20/rios-fire/,2024-07-21T10:03:53Z,2024-07-21,2024-07-20,N,True,False,,,,,,,,,,1.8
Vineyard Fire ,Y,2020-06-10T18:59:05Z,2020-06-09T15:22:55Z,CAL FIRE Mendocino Unit ,,Mendocino,"Highway 128 and Elkhorn Road, South of Yorkville",151.0,100.0,,"Cooperating Agencies: CAL FIRE, Anderson Valley Fire Department and Hopland Fire Protection District",-123.21318,38.89695,Wildfire,dc1f8080-9c95-40e3-859b-71f6a080f05b,https://www.fire.ca.gov/incidents/2020/6/9/vineyard-fire/,2020-06-10T18:57:00Z,2020-06-10,2020-06-09,N,True,False,,,,,,21.2,0.0,40.0,26.5,1.4
Hopkins Fire,Y,2021-09-20T17:10:09Z,2021-09-12T14:15:09Z,CAL FIRE Mendocino Unit ,,Mendocino,Hopkins St and North State St. near Calpella in Mendocino County. ,257.0,100.0,,"Cooperating Agencies:  Mendocino County Sheriff’s Office, California Highway Patrol, Caltrans, California Conservation Corp, Hopland Fire Department, Ukiah Valley Fire Authority, Redwood Valley-Calpella Fire Department, Redwood Coast Fire Department, Brooktrails Fire Department, Potter Valley Fire Department, Little Lake Valley Fire Department, MedStar Ambulance, California Department of Corrections and Rehabilitation, California National Guard, Brooktrails Fire Department, Laytonville Fire Department  ",-123.202039,39.232362,Wildfire,b7a4e6df-7cef-4920-a585-031324b404f4,https://www.fire.ca.gov/incidents/2021/9/12/hopkins-fire/,2021-09-20T17:09:58Z,2021-09-20,2021-09-12,N,True,False,,,,,,,0.0,,21.2,1.1
Creek Fire,Y,2022-10-21T13:15:06Z,2020-08-18T17:58:52Z,CAL FIRE Mendocino Unit,,Mendocino,"Covelo, Highway 162 and Short Creek Rd",820.0,100.0,,"Cooperating Agencies: California Department of Corrections, Covelo Fire Department, Leggett Fire Department, Laytonville Fire Department and Mendocino County Sheriffs Office., CAL FIRE Mendocino Unit",-123.2111007,39.8174372,Wildfire,1eadad68-344e-4728-8390-b0d31b96333d,https://www.fire.ca.gov/incidents/2020/8/18/creek-fire/,2020-08-21T21:00:00Z,2020-08-21,2020-08-18,N,True,False,,,,,,,,,,1.2
Peach Fire ,Y,2019-01-04T09:55:00Z,2018-07-05T15:12:00Z,CAL FIRE Mendocino Unit,,Mendocino,"off Peachland Road and Highway 128, north of the Community of Boonville",90.0,100.0,,CAL FIRE Mendocino Unit,-123.38493,39.038859,,eabc7fc2-d02b-480a-9472-7c7677e812cb,https://www.fire.ca.gov/incidents/2018/7/5/peach-fire/,2019-01-04T09:55:00Z,2019-01-04,2018-07-05,N,True,False,,,,,,17.2,0.0,66.0,22.3,1.5
Redwood Valley Fire (Mendocino Lake Complex),Y,2022-10-24T11:00:54Z,2017-10-08T23:36:00Z,CAL FIRE Mendocinio Unit,,Mendocino,"North of Hwy 20, west of Mendocino National Forest, south of Black Bart",36523.0,100.0,,"CAL FIRE Mendocinio Unit, Mendocino County, CALTRANS, California Dept. of Corrections and Rehabilitation, American Red Cross, PG&E, National Weather Service, and California Conservations Corps.",-123.16635,39.24873,Wildfire,c229ea5c-2ebd-4f80-892e-fc5da8a1eeea,https://www.fire.ca.gov/incidents/2017/10/8/redwood-valley-fire-mendocino-lake-complex/,2018-02-09T08:56:00Z,2018-02-09,2017-10-08,N,True,False,,,,,,21.0,0.0,26.0,17.7,2.7
Burris Fire,Y,2019-11-03T18:54:27Z,2019-10-27T14:54:40Z,CAL FIRE Mendocino Unit,,Mendocino,"Potter Valley Road and  Highway 20, east of Calpella in Mendocino County",703.0,100.0,,CAL FIRE Mendocino Unit,-123.12887,39.22431,Wildfire,9cc1af36-29f2-4af5-afa7-23b9ce17630e,https://www.fire.ca.gov/incidents/2019/10/27/burris-fire/,2019-11-03T18:52:00Z,2019-11-03,2019-10-27,N,True,False,,,,,,16.3,0.0,15.0,15.4,3.5
Oak Fire,Y,2020-10-16T07:31:42Z,2020-09-07T13:26:45Z,CAL FIRE MEU Mendocino Unit,,Mendocino,"West of Highway 101--Big John Road & Skyview Road, Brooktrails Township, Willits",1100.0,100.0,,"CAL FIRE Mendocino Unit , Cooperating Agencies: California Department of Corrections and Rehabilitation, Mendocino County Sheriffs Depatment, Brooktrails Fire and Little Lake Fire. ",-123.3965,39.4935,Wildfire,6fd76607-08af-4c44-9e40-edde0bc9d6cf,https://www.fire.ca.gov/incidents/2020/9/7/oak-fire/,2020-09-14T19:38:00Z,2020-09-14,2020-09-07,N,True,False,,,,,,,0.0,,25.0,1.1
Grape Fire,Y,2018-01-09T13:22:00Z,2017-09-19T13:02:00Z,CAL FIRE Mendocino Unit,,Mendocino,"Off Hwy 101 & Crawford Ranch Rd, Hopland",146.0,100.0,,"CAL FIRE Mendocino Unit, Hopland Fire, Ukiah Fire, Redwood Valley Fire",-123.1362,39.02482,,efa1dc61-85e3-4fb6-b6f6-04c3845d9ca6,https://www.fire.ca.gov/incidents/2017/9/19/grape-fire/,2018-01-09T13:22:00Z,2018-01-09,2017-09-19,N,True,False,,,,,,17.8,0.0,53.0,20.0,1.7
Nash Fire,Y,2020-06-01T19:10:03Z,2020-06-01T17:41:59Z,CAL FIRE Mendocino Unit,,Mendocino,Nash Mill Rd and Big Meadow Rd,10.0,100.0,,,-123.48018,39.1296,Wildfire,0b723ec6-680d-464b-ba30-b444506ceb44,https://www.fire.ca.gov/incidents/2020/6/1/nash-fire/,,,2020-06-01,N,False,False,,,,,,17.8,0.0,65.0,,1.3
Mendocino Lightning Fires,Y,2015-08-03T08:55:00Z,2015-07-30T13:36:00Z,CAL FIRE Mendocino Unit,,Mendocino,Community of Willits and Brooktrails,50.0,100.0,,CAL FIRE Mendocino Unit,-123.36316,39.43301,,9f031bfa-47bc-4fee-aca1-988462d6ab53,https://www.fire.ca.gov/incidents/2015/7/30/mendocino-lightning-fires/,2015-08-03T08:55:00Z,2015-08-03,2015-07-30,N,True,False,,,,,,20.0,0.0,71.0,26.0,1.5
Owens Fire,Y,2022-05-23T07:48:38Z,2022-05-20T15:10:00Z,CAL FIRE Mendocino Unit,,Mendocino,"Hwy 1 and Bill Owens Rd, Point Arena ",36.0,100.0,," Mendocino County Sheriff’s Office(MCSO), California Highway Patrol(CHP), Pacific Gas and Electric(PG&E), California Department of Corrections and Rehabilitation(CDCR), California National Guard (CNR), California State Parks, CalTrans, South Coast Fire Protection District, Redwood Coast Fire Department, Sea Ranch Fire Department",-123.6641833,38.8733747,Wildfire,6dc17c08-d206-4ca5-a53c-cf26d2d7cfd3,https://www.fire.ca.gov/incidents/2022/5/20/owens-fire/,2022-05-22T19:07:49Z,2022-05-22,2022-05-20,N,True,False,,,,,,17.0,0.0,36.0,21.4,2.2
Mcnab Fire,Y,2024-07-15T10:01:59Z,2024-07-14T11:16:52Z,CAL FIRE Mendocino Unit,,Mendocino,"800 Block of McNab Ranch Road, Ukiah",10.0,100.0,,,-123.15297,39.041985,Wildfire,085e88f6-33b7-4aef-adea-cda9dc7ef7f4,https://www.fire.ca.gov/incidents/2024/7/14/mcnab-fire/,,,2024-07-14,N,True,False,,,,,,17.1,0.0,77.0,26.6,1.6
Riley Fire,Y,2024-07-31T22:48:40Z,2024-07-27T10:47:34Z,CAL FIRE Mendocino Unit,,Mendocino,Riley Road near Campo Noyo,12.0,100.0,,,-123.590238,39.418982,Wildfire,3f6feca8-33d6-4a2f-ac4f-163cd64c2821,https://www.fire.ca.gov/incidents/2024/7/27/riley-fire/,2024-07-31T22:46:17Z,2024-07-31,2024-07-27,N,True,False,,,,,,15.0,0.0,84.0,25.4,1.5
Western Fire,Y,2019-01-04T09:26:00Z,2018-08-01T15:53:00Z,CAL FIRE Mendocino Unit,,Mendocino,"Off Highway 101, south of Hopland",106.0,100.0,,CAL FIRE Mendocino Unit,-123.0496,38.8802,,9d63cbd8-7dbf-4b2d-918d-036e3a282d2d,https://www.fire.ca.gov/incidents/2018/8/1/western-fire/,2019-01-04T09:26:00Z,2019-01-04,2018-08-01,N,True,False,,,,,,18.2,0.0,62.0,25.2,1.4
Walker Fire,Y,2022-09-10T19:16:45Z,2022-09-01T15:59:00Z,CAL FIRE Mendocino,,Mendocino,"Highway 101 and Walker Road, South of the community of Willits ",124.0,100.0,,"City of Willits, Fort Bragg Fire Department, Redwood Coast Fire Department",-123.3159,39.3669,Wildfire,80ceeedb-4349-44c9-b061-2f9855d6efd6,https://www.fire.ca.gov/incidents/2022/9/1/walker-fire/,,,2022-09-01,N,True,False,,,,,,18.7,0.0,57.0,22.7,1.2
Tomki Fire,Y,2021-05-24T18:47:48Z,2021-05-21T15:36:15Z,CAL FIRE Mendocino Unit,,Mendocino,"Tomki Road and Appaloosa Way, North of Redwood Valley",18.0,100.0,,,-123.23205,39.384319,,53d124c0-3cc9-436a-8c35-87a9019a3d24,https://www.fire.ca.gov/incidents/2021/5/21/tomki-fire/,2021-05-24T18:47:21Z,2021-05-24,2021-05-21,N,True,False,,,,,,16.0,0.0,39.0,22.3,2.2
Mina Fire,Y,2024-07-22T08:12:52Z,2024-07-08T14:04:51Z,CAL FIRE Mendocino Unit,,Mendocino,"97500 Block of Mina Rd, Northwest of Covelo",98.0,100.0,,,-123.38746,39.970543,Wildfire,d08b8b6b-585b-40c2-9b40-99ec5adf5513,https://www.fire.ca.gov/incidents/2024/7/8/mina-fire/,,,2024-07-08,N,True,False,,,,,,29.5,0.0,,24.9,1.8
Mina Fire,Y,2016-08-31T07:15:00Z,2016-08-30T13:35:00Z,CAL FIRE Mendocino Unit,,Mendocino,"off Mina Rd & Trinity County Line, 12 miles northeast of Covelo",36.0,100.0,,CAL FIRE Mendocino Unit,-123.4267011,39.8748511,,b44c3b1e-b243-455e-9ca9-9a1b5570e003,https://www.fire.ca.gov/incidents/2016/8/30/mina-fire/,2016-08-31T07:15:00Z,2016-08-31,2016-08-30,N,True,False,,,,,,,,,,1.6
3-19 Fire,Y,2020-11-10T14:20:24Z,2020-08-18T15:27:56Z,CAL FIRE Mendocino Unit,,Mendocino,Burris Lane in Potter Valley,62.0,100.0,,"CAL FIRE Mendocino Unit, Cooperating Agencies: California Department of Corrections, Covelo Fire Department, Leggett Fire Department, Laytonville Fire Department and Mendocino County Sheriffs Office.",-123.013667,39.276,Wildfire,c387f9ae-a783-4dab-b9b7-12866c8a6a34,https://www.fire.ca.gov/incidents/2020/8/18/3-19-fire/,2020-08-21T08:08:00Z,2020-08-21,2020-08-18,N,True,False,,,,,,25.9,0.7,,25.8,0.9
Eel Fire,Y,2019-01-04T09:29:00Z,2018-07-31T15:28:00Z,USFS Mendocino National Forest,,Mendocino,"off Indian Dick Road and Mendocino Pass Road, east of Covelo",972.0,100.0,,USFS Mendocino National Forest,-123.08489,39.82877,,fa745e18-be7a-42e0-b3c7-30333ddcf3aa,https://www.fire.ca.gov/incidents/2018/7/31/eel-fire/,2019-01-04T09:29:00Z,2019-01-04,2018-07-31,N,False,False,,,,,,,,,,1.5
Bell Fire,Y,2022-07-20T08:07:51Z,2022-07-17T16:36:27Z,CAL FIRE MEU,,Mendocino,Bell Springs Road at Southside of Blue Rock in Mendocino County,43.0,100.0,,,-123.598273,39.90557,Wildfire,398d0989-c034-4da7-854c-79e392d081b2,https://www.fire.ca.gov/incidents/2022/7/17/bell-fire/,2022-07-20T07:00:00Z,2022-07-20,2022-07-17,N,True,False,,,,,,28.3,0.0,34.0,23.4,2.7
Meadow Fire ,Y,2022-07-22T19:29:45Z,2022-07-19T12:25:00Z,CAL FIRE Mendocino Unit ,,Mendocino,"Black Oak Ridge Rd and Lone Tree Ridge Rd, near Boonville",17.0,100.0,,,-123.33756,39.058043,Wildfire,50a7f34c-aa67-4227-bc71-238e85a3ff85,https://www.fire.ca.gov/incidents/2022/7/19/meadow-fire/,2022-07-22T18:30:00Z,2022-07-22,2022-07-19,N,True,False,,,,,,16.3,0.0,69.0,24.6,1.6
