incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,DayAirTmpAvg,DayPrecip,DayRelHumAvg,DaySoilTmpAvg,DayWindSpdAvg,DayAirTmpAvg,DayPrecip,DayRelHumAvg,DaySoilTmpAvg,DayWindSpdAvg
Getty Fire ,Y,2019-11-08T15:26:39Z,2019-10-28T06:46:55Z, Los Angeles Fire Department,,Los Angeles,East Sepulveda Blvd and I-405 near Los Angeles City ,745.0,100.0,, Los Angeles Fire Department,-118.478717,34.098191,Wildfire,e693477a-37d2-4aba-9e73-a63421a2b3a6,https://www.fire.ca.gov/incidents/2019/10/28/getty-fire/,2019-11-05T17:30:00Z,2019-11-05,2019-10-28,N,False,False,,,,,,17.3,0.0,19.0,17.6,2.5
Woodland Fire,Y,2024-07-12T22:46:17Z,2024-07-10T14:46:39Z,Los Angeles County Fire Department,,Los Angeles,"Lonesome Valley Road and 107th Street West, Leona Valley",20.0,100.0,,,-118.3211,34.60698,Wildfire,45612673-c1eb-4b45-823c-58ac4cd9bf04,https://www.fire.ca.gov/incidents/2024/7/10/woodland-fire/,,,2024-07-10,N,False,False,,,,,,,,,,0.0
Calgrove Fire ,Y,2015-06-26T17:00:00Z,2015-06-24T13:22:00Z,Los Angeles County Fire ,,Los Angeles,"Southbound Interstate 5, North of Calgrove, Santa Clarita ",415.0,100.0,,Los Angeles County Fire ,-118.535793,34.361007,,e61d1b0b-4f19-460a-a6ac-e83a6e0a05a9,https://www.fire.ca.gov/incidents/2015/6/24/calgrove-fire/,2015-06-26T17:00:00Z,2015-06-26,2015-06-24,N,False,False,,,,,,18.9,0.0,69.0,23.6,0.4
Tumbleweed Fire,Y,2021-07-12T13:23:09Z,2021-07-04T14:49:36Z,Los Angeles County Fire Department,,Los Angeles,"Southbound I-5, south of Gorman",868.0,100.0,,Los Angeles County Fire Department,-118.87933,34.808751,Wildfire,a7d2c14e-66e8-4ac6-9538-ad9612dce2d5,https://www.fire.ca.gov/incidents/2021/7/4/tumbleweed-fire/,2021-07-12T13:22:50Z,2021-07-12,2021-07-04,N,False,False,,,,,,,,,,0.0
Canyon Fire,Y,2024-08-26T09:33:35Z,2024-08-21T17:25:58Z,Angeles National Forest,,Los Angeles,"Big Tujunga Canyon Road, Tujunga",25.0,100.0,,,-118.288398,34.29046,Wildfire,5daa1233-03e4-4b8f-938c-ccfd3971bde5,https://www.fire.ca.gov/incidents/2024/8/21/canyon-fire/,2024-08-23T18:00:00Z,2024-08-23,2024-08-21,N,True,False,,,,,,,,,,0.0
Vince Fire,Y,2024-05-28T08:06:54Z,2024-05-27T14:29:48Z,Los Angeles County Fire Department,,Los Angeles,"4300 Block of East Avenue, Palmdale",22.0,100.0,,,-118.05215,34.50941,Wildfire,85074131-29f7-435f-8f43-8c9cf067bbd2,https://www.fire.ca.gov/incidents/2024/5/27/vince-fire/,,,2024-05-27,N,False,False,,,,,,,,,,0.0
Rosamond Fire,Y,2024-05-31T10:48:00Z,2024-05-30T17:16:54Z,,,Los Angeles,"70th St W & W Ave H, Antelope Acres",125.0,100.0,,,-118.25483,34.72107,Wildfire,de3e7a5d-9f8d-4c72-b60a-d40b94ac83c2,https://www.fire.ca.gov/incidents/2024/5/30/rosamond-fire/,,,2024-05-30,N,False,False,,,,,,,,,,0.0
Palisades Fire,Y,2021-06-01T16:00:12Z,2021-05-14T21:50:41Z,Los Angeles County Fire Department,,Los Angeles,"Palisades Court and Michael Lane, Topanga Canyon",1202.0,100.0,,Los Angeles County Fire Department,-118.558938,34.079046,Wildfire,8c1bfb66-4002-498a-ae39-62b584718519,https://www.fire.ca.gov/incidents/2021/5/14/palisades-fire/,2021-05-26T18:00:00Z,2021-05-26,2021-05-14,N,False,False,,,,,,15.6,0.1,87.0,20.8,1.6
Shoemaker Fire,Y,2014-12-12T14:00:00Z,2014-08-14T12:48:00Z,US Forest Service - Angeles National Forest,,Los Angeles,"upper end of East Fork San Gabriel River, North of Glendora",190.0,100.0,,US Forest Service - Angeles National Forest,-117.771,34.235,,accb599e-35b8-4d5e-8d13-d0e4b0e4a1eb,https://www.fire.ca.gov/incidents/2014/8/14/shoemaker-fire/,2014-12-12T14:00:00Z,2014-12-12,2014-08-14,N,False,False,,,,,,25.1,0.0,48.0,23.5,1.9
WeeVill Fire,Y,2021-05-24T13:35:57Z,2021-05-20T09:27:00Z,Los Angeles County Fire Department,,Los Angeles,"Hwy 138 and 210th Street W, 15 miles west of Lancaster",300.0,100.0,,Los Angeles County Fire Department ,-118.5044868,34.7591895,Wildfire,a5bcf6ba-3e09-49f8-b4c4-1b134aa5c83f,https://www.fire.ca.gov/incidents/2021/5/20/weevill-fire/,2021-05-22T13:35:16Z,2021-05-22,2021-05-20,N,False,False,,,,,,,,,,0.0
Tecolote Fire,Y,2014-12-12T13:30:00Z,2014-08-17T14:30:00Z,US Forest Service - Angeles National Forest,,Los Angeles,"18 miles north of Glendora, off Highway 39 and mile marker 28.",274.0,100.0,,US Forest Service - Angeles National Forest,-117.867,34.267,,d805c9b9-da39-4771-965f-b3cd4c37c84b,https://www.fire.ca.gov/incidents/2014/8/17/tecolote-fire/,2014-12-12T13:30:00Z,2014-12-12,2014-08-17,N,False,False,,,,,,26.8,0.0,32.0,22.7,1.7
Plenty Fire,Y,2024-08-07T13:06:17Z,2024-07-05T17:22:34Z,Los Angeles County Fire Department,,Los Angeles,"Copper Hill Drive & Old Spanish Trail, Santa Clarita",77.0,100.0,,,-118.506107,34.4792756,Wildfire,a34d2d90-9bc3-4d2c-bf8f-66b01d3792c3,https://www.fire.ca.gov/incidents/2024/7/5/plenty-fire/,,,2024-07-05,N,False,False,,,,,,,,,,0.0
Motor Fire,Y,2024-08-26T09:35:42Z,2024-08-23T10:50:03Z,Los Angeles County Fire Department,,Los Angeles,"Interstate 5 near Vista Del Lago Road, Los Angeles County",11.0,100.0,,,-118.7548048,34.6592518,Wildfire,03ea04f4-53d6-47a1-a553-ab52eba0ef5a,https://www.fire.ca.gov/incidents/2024/8/23/motor-fire/,2024-08-23T21:00:00Z,2024-08-23,2024-08-23,N,False,False,,,,,,,,,,0.0
Sage Fire,Y,2022-10-24T11:11:30Z,2016-07-09T12:04:00Z,Los Angeles County Fire,,Los Angeles,"off of Calgrove Blvd, southwest of Santa Clarita",1100.0,100.0,,Los Angeles County Fire,-118.57245,34.36763,,79b446a4-d809-4aa2-9f30-091a05ed697d,https://www.fire.ca.gov/incidents/2016/7/9/sage-fire/,2016-07-16T12:00:00Z,2016-07-16,2016-07-09,N,False,False,,,,,,19.5,0.0,79.0,23.8,1.6
Palisades Fire,Y,2019-11-05T14:16:11Z,2019-10-21T11:52:52Z,Los Angeles Fire Department ,,Los Angeles,"North Palisades Dr., Pacific Palisades",42.0,100.0,,Los Angeles Fire Department ,-118.554091,34.055768,Wildfire,24eb323e-b97f-4087-886b-7efae8937bae,https://www.fire.ca.gov/incidents/2019/10/21/palisades-fire/,2019-10-31T14:16:00Z,2019-10-31,2019-10-21,N,False,False,,,,,,22.2,0.0,31.0,18.3,1.8
Saddle Ridge Fire,Y,2019-11-05T12:06:11Z,2019-10-10T21:02:00Z,Unified Command: Los Angeles County Fire Department and Los Angeles City Fire Department and Angeles National Forest,,Los Angeles,"Saddle Ridge Rd, Sylmar",8799.0,100.0,,"Los Angeles City Fire Department,  Cal Fire, LA Emergency Management Department (EMD), LA Department of Recreation and Parks (RAP), LA Department of Water and Power (DWP), SoCal Gas, California Highway Patrol (CHP), LA County Public Health Department, LA City Department of Animal Regulation, American Red Cross, LA Public Works, Southern California Edison, LA County Public Works Flood Control, Los Angeles Department of Transportation and MySafe:LA, Los Angeles County Fire Department , Angeles National Forest",-118.48161,34.32988,Wildfire,c52717d6-0297-4c5b-a0f1-f17abcd7ac27,https://www.fire.ca.gov/incidents/2019/10/10/saddle-ridge-fire/,2019-10-31T09:10:00Z,2019-10-31,2019-10-10,N,False,False,,,,,,20.9,0.0,25.0,19.2,4.3
Adrian Fire,Y,2024-07-04T09:20:33Z,2024-07-03T19:40:53Z,Los Angeles County Fire,,Los Angeles,"Westland Drive, Palmdale",80.0,100.0,,,-118.1935,34.573279,Wildfire,4a8ced50-3e3d-412e-87cf-37ee5045ddeb,https://www.fire.ca.gov/incidents/2024/7/3/adrian-fire/,,,2024-07-03,N,False,False,,,,,,,,,,0.0
Marek Fire,Y,2016-11-14T14:00:00Z,2016-11-14T05:45:00Z,Angeles National Forest ,,Los Angeles,Lake View Terrace,4824.0,100.0,,Angeles National Forest ,-118.335,34.31,,ca1227b3-1458-44c9-b32e-2994e309f940,https://www.fire.ca.gov/incidents/2016/11/14/marek-fire/,2016-11-14T14:00:00Z,2016-11-14,2016-11-14,N,False,False,,,,,,18.4,0.0,53.0,18.6,1.7
Bichota Fire,Y,2024-09-06T18:16:17Z,2024-08-31T16:59:00Z,Angeles National Forest,,Los Angeles,San Gabriel Canyon Road near Bichota Canyon Trail in Los Angeles county,3.0,100.0,,,-117.856102,34.25914,Wildfire,9fe2d2a0-b5e4-49fb-8dde-7c623be9b040,https://www.fire.ca.gov/incidents/2024/8/31/bichota-fire/,2024-08-31T19:00:00Z,2024-08-31,2024-08-31,N,False,False,,,,,,24.6,0.0,61.0,22.1,1.5
Todd Fire,Y,2024-07-10T17:29:35Z,2024-07-09T15:59:42Z,Los Angeles County Fire Department,,Los Angeles,60th Street East and East Avenue,35.0,100.0,,,-118.023431,34.7192091,Wildfire,16fd6b9b-95dd-4fac-a4bb-43af69c55401,https://www.fire.ca.gov/incidents/2024/7/9/todd-fire/,,,2024-07-09,N,False,False,,,,,,,,,,0.0
Madera Fire ,Y,2019-07-16T14:08:48Z,2019-07-15T18:19:31Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Off Road 33 and Highway 145, Bonadelle",213.0,100.0,,,-119.934167,37.016944,Wildfire,f2629bc3-1c8c-4a97-95fa-7d08566dc246,https://www.fire.ca.gov/incidents/2019/7/15/madera-fire/,2019-07-16T06:49:00Z,2019-07-16,2019-07-15,N,True,False,,,,,,27.9,0.0,34.0,24.9,3.0
Railroad Fire,Y,2024-06-28T09:05:42Z,2024-06-17T14:05:18Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 27, Madera",13.0,100.0,,,-120.056215,37.010829,Wildfire,a172c94e-6352-456e-b2fd-424844667ec2,https://www.fire.ca.gov/incidents/2024/6/17/railroad-fire/,,,2024-06-17,N,True,False,,,,,,22.6,0.0,32.0,21.1,3.2
Oak Fire,Y,2019-01-04T09:03:00Z,2018-09-22T15:44:00Z,CAL FIRE Madera Mariposa Merced Unit,,Madera,"Lonesome Oak Ln and Bissett Station Rd, Ahwahnee",360.0,100.0,,CAL FIRE Madera Mariposa Merced Unit,-119.68912,37.38789,,6b6dff76-8fab-4852-a71c-e735f87bd6fa,https://www.fire.ca.gov/incidents/2018/9/22/oak-fire/,2019-01-04T09:03:00Z,2019-01-04,2018-09-22,N,True,False,,,,,,24.1,0.0,35.0,22.6,2.1
Acres Fire,Y,2020-06-01T17:30:29Z,2020-06-01T15:29:05Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 600 and Road 603,",237.0,100.0,,,-119.93221,37.11806,Wildfire,8ad07f5d-c8eb-43c3-94d5-547ee9c0e5cd,https://www.fire.ca.gov/incidents/2020/6/1/acres-fire/,,,2020-06-01,N,True,False,,,,,,23.1,0.0,51.0,22.2,2.6
Canal Fire,Y,2024-06-28T11:14:16Z,2024-05-30T13:17:40Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Road 600 & Madera Canal,827.0,100.0,,,-119.962104,37.081421,Wildfire,20df953f-6209-4537-943d-be4061a6cdef,https://www.fire.ca.gov/incidents/2024/5/30/canal-fire/,,,2024-05-30,N,False,False,,,,,,23.6,0.0,36.0,19.3,0.5
Willow Fire,Y,2024-06-26T12:28:27Z,2024-06-22T15:15:57Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Willow Drive and Raymond Road, West of Hensley Lake",213.0,100.0,,,-119.91267,37.154953,Wildfire,3c562f83-c547-4567-a729-9cf73cdf83c4,https://www.fire.ca.gov/incidents/2024/6/22/willow-fire/,2024-06-24T18:09:30Z,2024-06-24,2024-06-22,N,True,False,,,,,,29.3,0.0,38.0,21.1,0.5
Gold Fire,Y,2013-05-01T07:00:00Z,2013-04-30T12:59:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Between Road 210 and Road 200 near Fine Gold Creek in the community of O,274.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-119.635004,37.116295,,357ffc13-bef9-48eb-810f-c5de851972eb,https://www.fire.ca.gov/incidents/2013/4/30/gold-fire/,2013-05-01T07:00:00Z,2013-05-01,2013-04-30,N,True,False,,,,,,23.2,0.0,28.0,17.7,5.6
ONeals Fire,Y,2019-01-04T10:14:00Z,2018-06-04T17:44:00Z,CAL FIRE Madera-Mariposa-Merced ,,Madera,"Road 210 and Road 200, Oneal",300.0,100.0,,CAL FIRE Madera-Mariposa-Merced ,-119.623981,37.10181,,9662b158-b17f-4386-867a-3afa5ea28929,https://www.fire.ca.gov/incidents/2018/6/4/oneals-fire/,2019-01-04T10:14:00Z,2019-01-04,2018-06-04,N,True,False,,,,,,27.9,0.0,29.0,22.6,3.9
Lions Fire,Y,2019-01-04T10:03:00Z,2018-06-11T12:00:00Z,Sierra National Forest,,Madera,near the Lion Point area in the Ansel Adams Wilderness,4064.0,100.0,,Sierra National Forest,-119.118,37.571,,b17eb5bf-c44a-4e13-99d0-bbdf5e8f8f67,https://www.fire.ca.gov/incidents/2018/6/11/lions-fire/,2019-01-04T10:03:00Z,2019-01-04,2018-06-11,N,False,False,,,,,,21.2,0.0,30.0,18.8,1.0
Childrens Fire,Y,2021-09-19T18:53:27Z,2021-09-19T11:40:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Childrens Blvd and Rio Mesa Blvd ,42.0,100.0,,,-119.792528,36.89365,Wildfire,f4be7c50-4b42-4534-90c7-82c52e4fa3cb,https://www.fire.ca.gov/incidents/2021/9/19/childrens-fire/,2021-09-19T18:53:21Z,2021-09-19,2021-09-19,N,True,False,,,,,,21.8,0.0,62.0,22.7,3.5
Rolling Fire,Y,2022-10-24T11:42:08Z,2013-06-16T18:17:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"off Hwy 41 & Road 145, northwest of Friant ",480.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-119.78106,37.015575,,05d0fed7-8502-4a6f-9c5c-b9cee0e75408,https://www.fire.ca.gov/incidents/2013/6/16/rolling-fire/,2013-06-18T19:30:00Z,2013-06-18,2013-06-16,N,True,False,,,,,,24.8,0.0,31.0,22.1,3.3
Pines Fire,Y,2014-12-12T13:45:00Z,2014-08-26T16:23:00Z,USFS - Sierra National Forest,,Madera,Malum Ridge Road near Bass Lake,10.0,100.0,,USFS - Sierra National Forest,18.4,37.0,,a2da7754-e907-48f2-a023-0a3053cf2903,https://www.fire.ca.gov/incidents/2014/8/26/pines-fire/,2014-12-12T13:45:00Z,2014-12-12,2014-08-26,N,True,False,,,,,,18.0,0.0,46.0,18.6,1.4
Revis Fire,Y,2013-06-14T16:30:00Z,2013-06-12T16:40:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Off Revis Road & Yosemite Springs Parkway in Yosemite Lake Parks area in Coarsegold,75.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-119.75636,37.169379,,7055a440-5d4c-4f58-bac9-2954ff6698a5,https://www.fire.ca.gov/incidents/2013/6/12/revis-fire/,2013-06-14T16:30:00Z,2013-06-14,2013-06-12,N,True,False,,,,,,26.1,0.0,38.0,23.2,3.1
Rd 18.75 / Ave 24 Fire,Y,2024-07-05T07:41:02Z,2024-07-04T22:57:53Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Rd 18 3/4 & Avenue 24, Chowchilla",10.0,,,,-120.206748,37.09824,Wildfire,3dddbc43-507f-4b3f-ace9-14342e2ea5af,https://www.fire.ca.gov/incidents/2024/7/4/rd-18-75-ave-24-fire/,,,2024-07-04,N,True,False,,,,,,31.4,0.0,36.0,26.4,1.6
Storey Fire,Y,2024-07-05T07:41:58Z,2024-07-04T22:33:48Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Unknown / TBD,10.0,100.0,,,-120.032252,36.974414,Wildfire,e829b726-f797-435e-85d5-fd2b4fa5b2cd,https://www.fire.ca.gov/incidents/2024/7/4/storey-fire/,,,2024-07-04,N,True,False,,,,,,32.2,0.0,38.0,24.3,0.4
Courtney Fire,Y,2022-10-24T11:29:00Z,2014-09-14T13:36:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Courtney Lane and 7 Hills Rd, Oakhurst",320.0,100.0,Soft road closure is in place for residents only on Road 426 between Summit Road and Road 223. ,CAL FIRE Madera-Mariposa-Merced Unit,-119.604124,37.311915,,614efdbb-937e-47a0-9ffd-919e5e0de436,https://www.fire.ca.gov/incidents/2014/9/14/courtney-fire/,2014-09-22T07:15:00Z,2014-09-22,2014-09-14,N,True,False,,,,,,29.0,0.0,32.0,21.9,2.3
Valley Fire,Y,2024-08-08T18:52:44Z,2024-08-08T15:03:26Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 14, Madera",55.0,100.0,,,-120.291882,36.954837,Wildfire,aad4f00a-f28f-414d-83d4-9e40976fea36,https://www.fire.ca.gov/incidents/2024/8/8/valley-fire/,,,2024-08-08,N,True,False,,,,,,28.7,0.0,34.0,26.5,1.4
Eastman Fire,Y,2019-01-04T09:15:00Z,2018-08-23T15:40:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 29 & Road 607, southwest of Eastman Lake",289.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-120.002619,37.197039,,eeb859ef-dc44-48e2-a2d7-dce44bc47d01,https://www.fire.ca.gov/incidents/2018/8/23/eastman-fire/,2019-01-04T09:15:00Z,2019-01-04,2018-08-23,N,True,False,,,,,,24.3,0.0,51.0,23.3,2.7
Sioux Fire,Y,2024-06-28T09:19:48Z,2024-06-15T16:55:18Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Indian Lakes, Coarsegold",15.0,100.0,,,-119.673538,37.207647,Wildfire,b82bba9f-0d5e-44a4-9547-190c7b147ebc,https://www.fire.ca.gov/incidents/2024/6/15/sioux-fire/,2024-06-16T11:56:30Z,2024-06-16,2024-06-15,N,True,False,,,,,,24.4,0.0,29.0,21.6,1.0
Redinger Fire,Y,2019-01-04T09:13:00Z,2018-08-27T23:19:00Z,USFS Sierra National Forest ,,Madera,"Mammoth Road, 29 miles north of Clovis",88.0,100.0,,USFS Sierra National Forest ,-119.431667,37.179167,,f6555118-f01e-4524-a14d-e01303a482db,https://www.fire.ca.gov/incidents/2018/8/27/redinger-fire/,2019-01-04T09:13:00Z,2019-01-04,2018-08-27,N,False,False,,,,,,23.7,0.0,38.0,23.4,2.2
Mission Fire,Y,2022-10-24T10:55:01Z,2017-09-03T13:06:00Z,CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest,,Madera,"Mission Dr. and Italian Bar Rd., 2 miles east of North Fork",1037.0,100.0,Douglas Station Road at Road 225; Rainbow Drive at Road 225; Cascade; Drive at Road 225,"CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest, CAL FIRE, USFS Sierra National Forest, Madera County Sheriff, CDCR, Madera County Fire, CAL OES, North Fork Rancheria of Mono Indians of California, CHP, and PG&E.",-119.48067,37.21616,,297d6516-ce4f-407d-93f8-9669dc6fd392,https://www.fire.ca.gov/incidents/2017/9/3/mission-fire/,2018-01-09T13:18:00Z,2018-01-09,2017-09-03,N,True,False,,,,,,32.3,0.0,40.0,25.7,2.7
Raymond Fire,Y,2019-01-04T10:06:00Z,2018-06-15T11:46:00Z,CAL FIRE Madera-Mariposa-Merced ,,Madera,"off Road 407 and Road 600, Community of Raymond",60.0,100.0,,CAL FIRE Madera-Mariposa-Merced ,-119.91223,37.14663,,06ccdd6b-fd15-4cba-a9ed-6cb7c70327d9,https://www.fire.ca.gov/incidents/2018/6/15/raymond-fire/,2019-01-04T10:06:00Z,2019-01-04,2018-06-15,N,True,False,,,,,,25.2,0.0,29.0,22.8,2.4
41 Fire,Y,2018-01-09T10:01:00Z,2017-05-17T15:30:00Z,Madera County Fire Department,,Madera,"off of Hwy 41 and Ave 11, north of Fresno",150.0,100.0,,Madera County Fire Department,-119.79315,36.90967,,9a555129-982b-486f-a333-c96b3f9c4d2e,https://www.fire.ca.gov/incidents/2017/5/17/41-fire/,2018-01-09T10:01:00Z,2018-01-09,2017-05-17,N,True,False,,,,,,18.0,0.0,44.0,18.1,4.2
Fork Fire ,Y,2023-06-14T09:27:43Z,2022-09-07T15:30:00Z,CALFIRE Madera-Mariposa-Merced Unit ,,Madera,"Road 222 and Road 200, North fork",819.0,100.0,,"North Fork Rancheria of Mono Indians, PRCI, Madera County Sheriff’s Office, CHP, Madera County Fire, USFS, PG&E, CCADT, Red Cross",-119.50881,37.21945,Wildfire,2497d2b3-31a4-4dc5-a628-2a059036e6c2,https://www.fire.ca.gov/incidents/2022/9/7/fork-fire/,2022-09-14T18:58:36Z,2022-09-14,2022-09-07,N,True,False,,,,,,33.8,0.0,,25.3,2.5
Bonadelle Fire,Y,2022-10-21T13:21:26Z,2020-07-02T15:27:03Z,Madera County Fire Department,,Madera,"Avenue 15 and Road 35, Bonadelle",500.0,100.0,,,-119.9252132,36.9678542,Wildfire,f969420f-82a1-4edd-b7d3-28672e9d74b3,https://www.fire.ca.gov/incidents/2020/7/2/bonadelle-fire/,2020-07-03T07:33:00Z,2020-07-03,2020-07-02,N,False,False,,,,,,25.5,0.0,35.0,24.4,2.0
Lilly Fire,Y,2021-06-29T17:51:10Z,2021-06-28T16:07:00Z,CAL FIRE Madera - Mariposa - Merced Unit,,Madera,"Road 400 and Lilley Mountain Drive,  Southwest of the Community of Coarsegold",35.0,100.0,,,-122.054254,41.665191,,0794cd0a-12e3-4576-8692-45603ad6b246,https://www.fire.ca.gov/incidents/2021/6/28/lilly-fire/,2021-06-29T17:51:06Z,2021-06-29,2021-06-28,N,True,False,,,,,,29.3,0.0,,25.3,3.1
Canal Fire,Y,2024-11-22T20:12:42Z,2024-11-22T13:35:12Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 400 near Road 33, Madera",34.0,100.0,,,-119.926528,37.051003,Wildfire,18caa406-cd3d-4080-88c6-74ba37a456cf,https://www.fire.ca.gov/incidents/2024/11/22/canal-fire/,,,2024-11-22,N,True,False,,,,,,14.4,0.0,46.0,12.5,2.8
Railroad Fire,Y,2018-01-09T12:46:00Z,2017-08-29T12:19:00Z,USFS - Sierra National Forest,,Madera,"Highway 41, south of Fish Camp",12407.0,100.0,,USFS - Sierra National Forest,-119.64622,37.44663,,9989e07d-5125-472d-9601-0d7158b13073,https://www.fire.ca.gov/incidents/2017/8/29/railroad-fire/,2018-01-09T12:46:00Z,2018-01-09,2017-08-29,N,False,False,,,,,,32.8,0.0,35.0,25.8,2.3
Millerton Fire,Y,2024-06-28T11:46:54Z,2024-05-26T17:44:30Z,Madera-Mariposa-Merced Unit ,,Madera,Millerton Lake ,47.0,100.0,,,-119.689804,37.01741,Wildfire,661cf1f8-a032-4812-96cc-ce45f8a0db31,https://www.fire.ca.gov/incidents/2024/5/26/millerton-fire/,,,2024-05-26,N,True,False,,,,,,20.3,0.0,49.0,18.8,1.0
Lilly 2 Fire,Y,2013-05-20T19:10:00Z,2013-05-19T15:07:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Off Road 400 & Sandy Beach Dr. in Yosemite Lakes,91.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-119.7917,37.1927,,2b765a08-c770-4b19-baa8-00dffe3fa838,https://www.fire.ca.gov/incidents/2013/5/19/lilly-2-fire/,2013-05-20T19:10:00Z,2013-05-20,2013-05-19,N,True,False,,,,,,21.5,0.0,35.0,19.5,4.2
Rabbit Fire ,Y,2020-07-21T07:19:09Z,2020-07-20T19:15:32Z,CAL FIRE Madera-Mariposa-Merced Unit ,,Madera,"Road 603 and Road 600, East of Chowchilla",135.0,100.0,,,-119.932391,37.118075,Wildfire,8146a328-05df-4b38-b11e-1c6fcedb1df7,https://www.fire.ca.gov/incidents/2020/7/20/rabbit-fire/,2020-07-21T07:18:00Z,2020-07-21,2020-07-20,N,True,False,,,,,,27.5,0.0,47.0,25.8,2.3
Gulch Fire,Y,2024-06-26T12:30:26Z,2024-06-21T08:44:26Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Grub Gulch Road and Le Land Gulch Road,11.0,100.0,,,-119.791537,37.313117,Wildfire,c393bae6-7c2f-49e0-8d83-e1bb77d887d7,https://www.fire.ca.gov/incidents/2024/6/21/gulch-fire/,,,2024-06-21,N,True,False,,,,,,25.3,0.0,39.0,20.9,0.6
Hensley Fire ,Y,2022-10-21T13:36:33Z,2020-08-30T11:11:55Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 400 and Road 406, south of Hensley Lake in Madera County",400.0,100.0,,,-119.88673,37.08053,Wildfire,5937fad1-a332-4d92-ba83-c8022173b5ba,https://www.fire.ca.gov/incidents/2020/8/30/hensley-fire/,2020-08-30T19:11:00Z,2020-08-30,2020-08-30,N,True,False,,,,,,25.7,0.0,43.0,25.2,2.1
Smalley Fire,Y,2021-06-04T07:25:08Z,2021-05-31T19:12:45Z,Madera-Mariposa-Merced Unit,,Madera,"Road 222 and Tunoi Place , South of the town of North Fork in Madera County.",45.0,100.0,,,-119.5166045,37.1619216,Wildfire,033ee676-f2f0-4ea8-bbc9-b0bb02de3462,https://www.fire.ca.gov/incidents/2021/5/31/smalley-fire/,2021-06-03T07:24:58Z,2021-06-03,2021-05-31,N,True,False,,,,,,28.3,0.0,39.0,22.8,2.0
Broken Fire,Y,2019-07-01T13:08:20Z,2016-07-04T11:53:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Hwy 41 and Hummingbird Ln, One mile east of Coarsgold",103.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-119.65776,37.25601,,8e920d15-72f4-4e76-a3b4-22a364d6cf19,https://www.fire.ca.gov/incidents/2016/7/4/broken-fire/,2016-07-06T20:00:00Z,2016-07-06,2016-07-04,N,True,False,,,,,,28.1,0.0,31.0,26.1,2.6
Power Fire,Y,2020-07-15T19:09:02Z,2020-07-11T17:57:49Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 222 and Road 235, South of North Fork",108.0,100.0,,"CAL FIRE, Madera County Sheriff’s Office, USFS, CHP, Madera County Roads, PG&E, North Fork Rancheria Mono Indians of California.",-119.50307,37.1487,Wildfire,1d6a3faf-2e35-4c7e-9efd-54339ad56ed6,https://www.fire.ca.gov/incidents/2020/7/11/power-fire/,2020-07-15T19:07:00Z,2020-07-15,2020-07-11,N,True,False,,,,,,30.0,0.0,34.0,23.8,2.0
Tesoro Fire,Y,2024-06-28T11:07:55Z,2024-05-31T12:40:33Z,,,Madera,"41500 Highway 145 and 18000 Highway 41 , Tesoro Viejo",109.0,100.0,,,-119.7939,37.01047,Wildfire,82165e58-8aeb-41a6-9416-8e08ccc11efe,https://www.fire.ca.gov/incidents/2024/5/31/tesoro-fire/,,,2024-05-31,N,False,False,,,,,,25.8,0.0,35.0,19.3,0.7
