FeatureSet,Model,Accuracy,F1 Score,AUC
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures,Decision Tree,0.6566791510611736,0.56,0.6483865602129075
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures,Gradient Boosting,0.6766541822721598,0.6174298375184638,0.7611177644710578
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures,XGBoost,0.6754057428214731,0.5924764890282131,0.7687159015302729
MinMaxQuantile+TrendDiff+InteractionFeatures+CumulativeLoad,Logistic Regression,0.6766541822721598,0.5921259842519685,0.7527345309381238
MinMaxQuantile+TrendDiff+InteractionFeatures+CumulativeLoad,Random Forest,0.6916354556803995,0.6229007633587786,0.7750332667997338
MinMaxQuantile+TrendDiff+InteractionFeatures+CumulativeLoad,Decision Tree,0.6666666666666666,0.5741626794258373,0.6558283433133731
MinMaxQuantile+TrendDiff+InteractionFeatures+CumulativeLoad,Gradient Boosting,0.6779026217228464,0.6160714285714286,0.7632734530938124
MinMaxQuantile+TrendDiff+InteractionFeatures+CumulativeLoad,XGBoost,0.6853932584269663,0.60625,0.7740652029274785
MinMaxQuantile+TrendDiff+InteractionFeatures+SoilDrynessIndex,Logistic Regression,0.6816479400749064,0.592,0.7516167664670659
MinMaxQuantile+TrendDiff+InteractionFeatures+SoilDrynessIndex,Random Forest,0.700374531835206,0.6439169139465876,0.7784098469727212
MinMaxQuantile+TrendDiff+InteractionFeatures+SoilDrynessIndex,Decision Tree,0.6429463171036205,0.5387096774193548,0.6256753160345975
MinMaxQuantile+TrendDiff+InteractionFeatures+SoilDrynessIndex,Gradient Boosting,0.6803995006242197,0.6224188790560472,0.7595076513639388
MinMaxQuantile+TrendDiff+InteractionFeatures+SoilDrynessIndex,XGBoost,0.6803995006242197,0.6073619631901841,0.7690552228875582
MinMaxQuantile+TrendDiff+StdFeatures+RatioFeatures,Logistic Regression,0.6803995006242197,0.6,0.7539121756487026
MinMaxQuantile+TrendDiff+StdFeatures+RatioFeatures,Random Forest,0.6903870162297129,0.6253776435045317,0.7773419827012641
MinMaxQuantile+TrendDiff+StdFeatures+RatioFeatures,Decision Tree,0.651685393258427,0.5564387917329093,0.637142381902861
MinMaxQuantile+TrendDiff+StdFeatures+RatioFeatures,Gradient Boosting,0.6803995006242197,0.621301775147929,0.7631403858948769
MinMaxQuantile+TrendDiff+StdFeatures+RatioFeatures,XGBoost,0.6916354556803995,0.6274509803921569,0.7849168330006653
MinMaxQuantile+TrendDiff+StdFeatures+CumulativeLoad,Logistic Regression,0.6803995006242197,0.5987460815047022,0.7523685961410512
MinMaxQuantile+TrendDiff+StdFeatures+CumulativeLoad,Random Forest,0.6903870162297129,0.6276276276276276,0.7745109780439122
MinMaxQuantile+TrendDiff+StdFeatures+CumulativeLoad,Decision Tree,0.6629213483146067,0.5727848101265823,0.653107119095143
MinMaxQuantile+TrendDiff+StdFeatures+CumulativeLoad,Gradient Boosting,0.686641697877653,0.6259314456035767,0.7656487025948104
MinMaxQuantile+TrendDiff+StdFeatures+CumulativeLoad,XGBoost,0.6791510611735331,0.5965463108320251,0.7812109115103127
MinMaxQuantile+TrendDiff+StdFeatures+SoilDrynessIndex,Logistic Regression,0.6841448189762797,0.5990491283676703,0.7519760479041916
MinMaxQuantile+TrendDiff+StdFeatures+SoilDrynessIndex,Random Forest,0.700374531835206,0.6385542168674698,0.7803393213572855
MinMaxQuantile+TrendDiff+StdFeatures+SoilDrynessIndex,Decision Tree,0.651685393258427,0.5492730210016155,0.6380172987358615
MinMaxQuantile+TrendDiff+StdFeatures+SoilDrynessIndex,Gradient Boosting,0.682896379525593,0.6242603550295858,0.763606121091151
MinMaxQuantile+TrendDiff+StdFeatures+SoilDrynessIndex,XGBoost,0.6978776529338327,0.621875,0.7828542914171657
MinMaxQuantile+TrendDiff+RatioFeatures+CumulativeLoad,Logistic Regression,0.6841448189762797,0.6053042121684867,0.7514903526280773
MinMaxQuantile+TrendDiff+RatioFeatures+CumulativeLoad,Random Forest,0.6878901373283396,0.6200607902735562,0.7708183632734531
MinMaxQuantile+TrendDiff+RatioFeatures+CumulativeLoad,Decision Tree,0.6292134831460674,0.5201938610662359,0.6120059880239521
MinMaxQuantile+TrendDiff+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6779026217228464,0.6172106824925816,0.7615568862275448
MinMaxQuantile+TrendDiff+RatioFeatures+CumulativeLoad,XGBoost,0.6941323345817728,0.6270928462709284,0.7746373918829009
MinMaxQuantile+TrendDiff+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6891385767790262,0.6028708133971292,0.7520093147039254
MinMaxQuantile+TrendDiff+RatioFeatures+SoilDrynessIndex,Random Forest,0.704119850187266,0.6519823788546255,0.7826979374584165
MinMaxQuantile+TrendDiff+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6554307116104869,0.5660377358490566,0.6462075848303392
MinMaxQuantile+TrendDiff+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6791510611735331,0.61698956780924,0.7577178975382569
MinMaxQuantile+TrendDiff+RatioFeatures+SoilDrynessIndex,XGBoost,0.6766541822721598,0.6057838660578386,0.7657884231536927
MinMaxQuantile+TrendDiff+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6841448189762797,0.5977742448330684,0.7533067198935463
MinMaxQuantile+TrendDiff+CumulativeLoad+SoilDrynessIndex,Random Forest,0.7028714107365793,0.6468842729970327,0.7841783100465735
MinMaxQuantile+TrendDiff+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6441947565543071,0.544,0.6293612774451097
MinMaxQuantile+TrendDiff+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6741573033707865,0.6063348416289592,0.7602062541583501
MinMaxQuantile+TrendDiff+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6878901373283396,0.6081504702194357,0.7733532934131736
MinMaxQuantile+ExtremeFlags+InteractionFeatures+StdFeatures,Logistic Regression,0.6816479400749064,0.6009389671361502,0.7545508982035928
MinMaxQuantile+ExtremeFlags+InteractionFeatures+StdFeatures,Random Forest,0.7028714107365793,0.6468842729970327,0.7808549567531603
MinMaxQuantile+ExtremeFlags+InteractionFeatures+StdFeatures,Decision Tree,0.6566791510611736,0.5682888540031397,0.6482734530938123
MinMaxQuantile+ExtremeFlags+InteractionFeatures+StdFeatures,Gradient Boosting,0.682896379525593,0.6297376093294461,0.7626081170991351
MinMaxQuantile+ExtremeFlags+InteractionFeatures+StdFeatures,XGBoost,0.6953807740324595,0.6303030303030303,0.7781769793745841
MinMaxQuantile+ExtremeFlags+InteractionFeatures+RatioFeatures,Logistic Regression,0.6841448189762797,0.6053042121684867,0.7522288755821689
MinMaxQuantile+ExtremeFlags+InteractionFeatures+RatioFeatures,Random Forest,0.6953807740324595,0.6314199395770392,0.7832168995342649
MinMaxQuantile+ExtremeFlags+InteractionFeatures+RatioFeatures,Decision Tree,0.630461922596754,0.5331230283911672,0.6191683300066533
MinMaxQuantile+ExtremeFlags+InteractionFeatures+RatioFeatures,Gradient Boosting,0.6766541822721598,0.6162962962962963,0.7514105123087158
MinMaxQuantile+ExtremeFlags+InteractionFeatures+RatioFeatures,XGBoost,0.6803995006242197,0.6049382716049383,0.7590951430472389
MinMaxQuantile+ExtremeFlags+InteractionFeatures+CumulativeLoad,Logistic Regression,0.6803995006242197,0.5987460815047022,0.7529474384564204
MinMaxQuantile+ExtremeFlags+InteractionFeatures+CumulativeLoad,Random Forest,0.7016229712858927,0.6406015037593985,0.7803892215568863
MinMaxQuantile+ExtremeFlags+InteractionFeatures+CumulativeLoad,Decision Tree,0.6566791510611736,0.5641838351822503,0.6454757152361943
MinMaxQuantile+ExtremeFlags+InteractionFeatures+CumulativeLoad,Gradient Boosting,0.6891385767790262,0.6354319180087847,0.7547172322022623
MinMaxQuantile+ExtremeFlags+InteractionFeatures+CumulativeLoad,XGBoost,0.6841448189762797,0.6160849772382397,0.7717764471057884
MinMaxQuantile+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Logistic Regression,0.6779026217228464,0.5878594249201278,0.7512375249500998
MinMaxQuantile+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Random Forest,0.6916354556803995,0.6340740740740741,0.7789188290086493
MinMaxQuantile+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Decision Tree,0.6379525593008739,0.5440251572327044,0.6248137059214903
MinMaxQuantile+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Gradient Boosting,0.6779026217228464,0.625,0.7554424484364605
MinMaxQuantile+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,XGBoost,0.682896379525593,0.6080246913580247,0.7702661343978708
MinMaxQuantile+ExtremeFlags+StdFeatures+RatioFeatures,Logistic Regression,0.6878901373283396,0.6118012422360248,0.7539720558882236
MinMaxQuantile+ExtremeFlags+StdFeatures+RatioFeatures,Random Forest,0.6966292134831461,0.6312594840667678,0.7824051896207584
MinMaxQuantile+ExtremeFlags+StdFeatures+RatioFeatures,Decision Tree,0.6429463171036205,0.5559006211180124,0.6373286759813707
MinMaxQuantile+ExtremeFlags+StdFeatures+RatioFeatures,Gradient Boosting,0.6741573033707865,0.6200873362445415,0.7547704590818364
MinMaxQuantile+ExtremeFlags+StdFeatures+RatioFeatures,XGBoost,0.6841448189762797,0.6137404580152672,0.7749367930805057
MinMaxQuantile+ExtremeFlags+StdFeatures+CumulativeLoad,Logistic Regression,0.6841448189762797,0.6015748031496063,0.7533932135728543
MinMaxQuantile+ExtremeFlags+StdFeatures+CumulativeLoad,Random Forest,0.6966292134831461,0.6378539493293591,0.7849401197604791
MinMaxQuantile+ExtremeFlags+StdFeatures+CumulativeLoad,Decision Tree,0.6479400749063671,0.5661538461538461,0.6436793080505655
MinMaxQuantile+ExtremeFlags+StdFeatures+CumulativeLoad,Gradient Boosting,0.682896379525593,0.6231454005934718,0.7568662674650697
MinMaxQuantile+ExtremeFlags+StdFeatures+CumulativeLoad,XGBoost,0.700374531835206,0.6307692307692307,0.7756952761144378
MinMaxQuantile+ExtremeFlags+StdFeatures+SoilDrynessIndex,Logistic Regression,0.6853932584269663,0.5961538461538461,0.751703260146374
MinMaxQuantile+ExtremeFlags+StdFeatures+SoilDrynessIndex,Random Forest,0.6991260923845194,0.637593984962406,0.7807784431137724
MinMaxQuantile+ExtremeFlags+StdFeatures+SoilDrynessIndex,Decision Tree,0.6916354556803995,0.6097946287519748,0.68583499667332
MinMaxQuantile+ExtremeFlags+StdFeatures+SoilDrynessIndex,Gradient Boosting,0.6766541822721598,0.6207906295754027,0.7647771124417831
MinMaxQuantile+ExtremeFlags+StdFeatures+SoilDrynessIndex,XGBoost,0.6629213483146067,0.5768025078369906,0.7629540918163672
MinMaxQuantile+ExtremeFlags+RatioFeatures+CumulativeLoad,Logistic Regression,0.686641697877653,0.608424336973479,0.751583499667332
MinMaxQuantile+ExtremeFlags+RatioFeatures+CumulativeLoad,Random Forest,0.6916354556803995,0.6307922272047832,0.7785994677312043
MinMaxQuantile+ExtremeFlags+RatioFeatures+CumulativeLoad,Decision Tree,0.6254681647940075,0.5207667731629393,0.6093313373253494
MinMaxQuantile+ExtremeFlags+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6766541822721598,0.6251808972503617,0.7497139055222888
MinMaxQuantile+ExtremeFlags+RatioFeatures+CumulativeLoad,XGBoost,0.704119850187266,0.6446776611694153,0.7742648037258815
MinMaxQuantile+ExtremeFlags+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6841448189762797,0.5990491283676703,0.7518363273453095
MinMaxQuantile+ExtremeFlags+RatioFeatures+SoilDrynessIndex,Random Forest,0.6816479400749064,0.6082949308755761,0.7687192282102462
MinMaxQuantile+ExtremeFlags+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6229712858926342,0.5266457680250783,0.6111210911510313
MinMaxQuantile+ExtremeFlags+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6741573033707865,0.6178623718887262,0.7442648037258817
MinMaxQuantile+ExtremeFlags+RatioFeatures+SoilDrynessIndex,XGBoost,0.6716604244694132,0.5832012678288431,0.7704324683965402
MinMaxQuantile+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6853932584269663,0.5987261146496815,0.7517431803060546
MinMaxQuantile+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Random Forest,0.7028714107365793,0.6437125748502994,0.7855688622754491
MinMaxQuantile+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6404494382022472,0.5443037974683544,0.6292548236859614
MinMaxQuantile+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6741573033707865,0.6200873362445415,0.7547904191616766
MinMaxQuantile+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,XGBoost,0.682896379525593,0.6055900621118012,0.7720625415834996
MinMaxQuantile+InteractionFeatures+StdFeatures+RatioFeatures,Logistic Regression,0.686641697877653,0.609642301710731,0.7532335329341318
MinMaxQuantile+InteractionFeatures+StdFeatures+RatioFeatures,Random Forest,0.6878901373283396,0.625748502994012,0.7786693280106453
MinMaxQuantile+InteractionFeatures+StdFeatures+RatioFeatures,Decision Tree,0.6392009987515606,0.5560675883256528,0.6334165003326679
MinMaxQuantile+InteractionFeatures+StdFeatures+RatioFeatures,Gradient Boosting,0.6766541822721598,0.6185567010309279,0.7582501663339987
MinMaxQuantile+InteractionFeatures+StdFeatures+RatioFeatures,XGBoost,0.6928838951310862,0.6132075471698113,0.7798070525615436
MinMaxQuantile+InteractionFeatures+StdFeatures+CumulativeLoad,Logistic Regression,0.682896379525593,0.603125,0.753606121091151
MinMaxQuantile+InteractionFeatures+StdFeatures+CumulativeLoad,Random Forest,0.7028714107365793,0.6393939393939394,0.7842215568862276
MinMaxQuantile+InteractionFeatures+StdFeatures+CumulativeLoad,Decision Tree,0.6779026217228464,0.5956112852664577,0.6715768463073853
MinMaxQuantile+InteractionFeatures+StdFeatures+CumulativeLoad,Gradient Boosting,0.6903870162297129,0.6374269005847953,0.7602062541583499
MinMaxQuantile+InteractionFeatures+StdFeatures+CumulativeLoad,XGBoost,0.6878901373283396,0.6081504702194357,0.7808250166333999
MinMaxQuantile+InteractionFeatures+StdFeatures+SoilDrynessIndex,Logistic Regression,0.6729088639200999,0.5854430379746836,0.7525016633399867
MinMaxQuantile+InteractionFeatures+StdFeatures+SoilDrynessIndex,Random Forest,0.7078651685393258,0.6486486486486487,0.7882601463739188
MinMaxQuantile+InteractionFeatures+StdFeatures+SoilDrynessIndex,Decision Tree,0.6878901373283396,0.6019108280254777,0.6791516966067864
MinMaxQuantile+InteractionFeatures+StdFeatures+SoilDrynessIndex,Gradient Boosting,0.6816479400749064,0.6233382570162481,0.7598469727212241
MinMaxQuantile+InteractionFeatures+StdFeatures+SoilDrynessIndex,XGBoost,0.6891385767790262,0.6163328197226502,0.7760811709913505
MinMaxQuantile+InteractionFeatures+RatioFeatures+CumulativeLoad,Logistic Regression,0.686641697877653,0.6071987480438185,0.7510911510312708
MinMaxQuantile+InteractionFeatures+RatioFeatures+CumulativeLoad,Random Forest,0.700374531835206,0.6385542168674698,0.7796806387225549
MinMaxQuantile+InteractionFeatures+RatioFeatures+CumulativeLoad,Decision Tree,0.6292134831460674,0.5352112676056338,0.6184431137724551
MinMaxQuantile+InteractionFeatures+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6853932584269663,0.6283185840707964,0.7554956753160347
MinMaxQuantile+InteractionFeatures+RatioFeatures+CumulativeLoad,XGBoost,0.700374531835206,0.6226415094339622,0.7798868928809048
MinMaxQuantile+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6779026217228464,0.5878594249201278,0.7505056553559547
MinMaxQuantile+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Random Forest,0.6853932584269663,0.6238805970149254,0.7789920159680639
MinMaxQuantile+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6267166042446941,0.526148969889065,0.6128942115768463
MinMaxQuantile+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6741573033707865,0.612184249628529,0.7546972721224219
MinMaxQuantile+InteractionFeatures+RatioFeatures+SoilDrynessIndex,XGBoost,0.6766541822721598,0.5934065934065934,0.7621756487025948
MinMaxQuantile+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.682896379525593,0.5981012658227848,0.75146373918829
MinMaxQuantile+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.7116104868913857,0.6526315789473685,0.7875116433799068
MinMaxQuantile+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6354556803995006,0.532051282051282,0.6201230871590153
MinMaxQuantile+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.686641697877653,0.6335766423357664,0.7585562208915503
MinMaxQuantile+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6928838951310862,0.6261398176291794,0.7757218895542248
MinMaxQuantile+StdFeatures+RatioFeatures+CumulativeLoad,Logistic Regression,0.682896379525593,0.6043613707165109,0.7525881570192948
MinMaxQuantile+StdFeatures+RatioFeatures+CumulativeLoad,Random Forest,0.6991260923845194,0.638680659670165,0.7807152361942781
MinMaxQuantile+StdFeatures+RatioFeatures+CumulativeLoad,Decision Tree,0.6392009987515606,0.5448818897637795,0.6334697272122422
MinMaxQuantile+StdFeatures+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6766541822721598,0.621897810218978,0.7557884231536927
MinMaxQuantile+StdFeatures+RatioFeatures+CumulativeLoad,XGBoost,0.682896379525593,0.5993690851735016,0.7717032601463739
MinMaxQuantile+StdFeatures+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6928838951310862,0.6070287539936102,0.7525083166999335
MinMaxQuantile+StdFeatures+RatioFeatures+SoilDrynessIndex,Random Forest,0.7091136079900124,0.6517189835575485,0.786187624750499
MinMaxQuantile+StdFeatures+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6504369538077404,0.5625,0.6425249500998005
MinMaxQuantile+StdFeatures+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6754057428214731,0.6198830409356725,0.7521756487025948
MinMaxQuantile+StdFeatures+RatioFeatures+SoilDrynessIndex,XGBoost,0.6791510611735331,0.6052227342549923,0.7753626081170992
MinMaxQuantile+StdFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6841448189762797,0.5925925925925926,0.7519095143047239
MinMaxQuantile+StdFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.6891385767790262,0.6332842415316642,0.7810711909514305
MinMaxQuantile+StdFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6754057428214731,0.59375,0.6701031270791751
MinMaxQuantile+StdFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6729088639200999,0.6169590643274854,0.7596606786427146
MinMaxQuantile+StdFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6816479400749064,0.6142208774583964,0.7730871590153027
MinMaxQuantile+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6853932584269663,0.5987261146496815,0.7504923486360612
MinMaxQuantile+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.6903870162297129,0.6276276276276276,0.7844843646041251
MinMaxQuantile+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6242197253433208,0.5333333333333333,0.614767132401863
MinMaxQuantile+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6754057428214731,0.6153846153846154,0.7465934797072522
MinMaxQuantile+RatioFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6891385767790262,0.6066350710900474,0.7689088489687292
TrendDiff+ExtremeFlags+InteractionFeatures+StdFeatures,Logistic Regression,0.682896379525593,0.5968253968253968,0.7541916167664671
TrendDiff+ExtremeFlags+InteractionFeatures+StdFeatures,Random Forest,0.6978776529338327,0.6355421686746988,0.7760279441117764
TrendDiff+ExtremeFlags+InteractionFeatures+StdFeatures,Decision Tree,0.6729088639200999,0.5867507886435331,0.6638855622089156
TrendDiff+ExtremeFlags+InteractionFeatures+StdFeatures,Gradient Boosting,0.6978776529338327,0.6482558139534884,0.7719294743845642
TrendDiff+ExtremeFlags+InteractionFeatures+StdFeatures,XGBoost,0.6903870162297129,0.6149068322981367,0.7817964071856287
TrendDiff+ExtremeFlags+InteractionFeatures+RatioFeatures,Logistic Regression,0.6754057428214731,0.59375,0.7516367265469063
TrendDiff+ExtremeFlags+InteractionFeatures+RatioFeatures,Random Forest,0.6928838951310862,0.6283987915407855,0.7707019294743845
TrendDiff+ExtremeFlags+InteractionFeatures+RatioFeatures,Decision Tree,0.6504369538077404,0.5498392282958199,0.6404291417165667
TrendDiff+ExtremeFlags+InteractionFeatures+RatioFeatures,Gradient Boosting,0.6791510611735331,0.6248175182481752,0.753992015968064
TrendDiff+ExtremeFlags+InteractionFeatures+RatioFeatures,XGBoost,0.6791510611735331,0.6015503875968993,0.76583499667332
TrendDiff+ExtremeFlags+InteractionFeatures+CumulativeLoad,Logistic Regression,0.6691635455680399,0.5813586097946287,0.7524484364604125
TrendDiff+ExtremeFlags+InteractionFeatures+CumulativeLoad,Random Forest,0.704119850187266,0.639269406392694,0.7756021290751829
TrendDiff+ExtremeFlags+InteractionFeatures+CumulativeLoad,Decision Tree,0.6329588014981273,0.540625,0.6223552894211577
TrendDiff+ExtremeFlags+InteractionFeatures+CumulativeLoad,Gradient Boosting,0.6841448189762797,0.6284875183553598,0.7582900864936793
TrendDiff+ExtremeFlags+InteractionFeatures+CumulativeLoad,XGBoost,0.6903870162297129,0.610062893081761,0.7708117099135064
TrendDiff+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Logistic Regression,0.6741573033707865,0.592823712948518,0.7531337325349302
TrendDiff+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Random Forest,0.6978776529338327,0.6377245508982036,0.7725548902195609
TrendDiff+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Decision Tree,0.6529338327091136,0.5669781931464174,0.6466633399866932
TrendDiff+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Gradient Boosting,0.6878901373283396,0.6312684365781711,0.7657618097139056
TrendDiff+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,XGBoost,0.6841448189762797,0.6065318818040435,0.7749966733200266
TrendDiff+ExtremeFlags+StdFeatures+RatioFeatures,Logistic Regression,0.6841448189762797,0.6028257456828885,0.7546640053226878
TrendDiff+ExtremeFlags+StdFeatures+RatioFeatures,Random Forest,0.6941323345817728,0.6326836581709145,0.7766733200266135
TrendDiff+ExtremeFlags+StdFeatures+RatioFeatures,Decision Tree,0.6591760299625468,0.5714285714285714,0.6494011976047903
TrendDiff+ExtremeFlags+StdFeatures+RatioFeatures,Gradient Boosting,0.6928838951310862,0.638235294117647,0.7644377910844976
TrendDiff+ExtremeFlags+StdFeatures+RatioFeatures,XGBoost,0.6953807740324595,0.61875,0.7884830339321358
TrendDiff+ExtremeFlags+StdFeatures+CumulativeLoad,Logistic Regression,0.6903870162297129,0.610062893081761,0.7542182302062541
TrendDiff+ExtremeFlags+StdFeatures+CumulativeLoad,Random Forest,0.6941323345817728,0.6248085758039816,0.7724284763805722
TrendDiff+ExtremeFlags+StdFeatures+CumulativeLoad,Decision Tree,0.682896379525593,0.5968253968253968,0.6716932801064537
TrendDiff+ExtremeFlags+StdFeatures+CumulativeLoad,Gradient Boosting,0.6978776529338327,0.6472303206997084,0.7681570192947438
TrendDiff+ExtremeFlags+StdFeatures+CumulativeLoad,XGBoost,0.6928838951310862,0.616822429906542,0.7748769128409848
TrendDiff+ExtremeFlags+StdFeatures+SoilDrynessIndex,Logistic Regression,0.6853932584269663,0.6037735849056604,0.754311377245509
TrendDiff+ExtremeFlags+StdFeatures+SoilDrynessIndex,Random Forest,0.6791510611735331,0.61698956780924,0.7699700598802395
TrendDiff+ExtremeFlags+StdFeatures+SoilDrynessIndex,Decision Tree,0.6803995006242197,0.5870967741935483,0.6639720558882236
TrendDiff+ExtremeFlags+StdFeatures+SoilDrynessIndex,Gradient Boosting,0.6903870162297129,0.6298507462686567,0.7722222222222221
TrendDiff+ExtremeFlags+StdFeatures+SoilDrynessIndex,XGBoost,0.7078651685393258,0.6320754716981132,0.7934930139720558
TrendDiff+ExtremeFlags+RatioFeatures+CumulativeLoad,Logistic Regression,0.6741573033707865,0.5902668759811617,0.7511044577511643
TrendDiff+ExtremeFlags+RatioFeatures+CumulativeLoad,Random Forest,0.6803995006242197,0.6156156156156156,0.7637890884896873
TrendDiff+ExtremeFlags+RatioFeatures+CumulativeLoad,Decision Tree,0.6416978776529338,0.5591397849462365,0.6379108449767134
TrendDiff+ExtremeFlags+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6891385767790262,0.6343612334801763,0.7523885562208916
TrendDiff+ExtremeFlags+RatioFeatures+CumulativeLoad,XGBoost,0.6754057428214731,0.5911949685534591,0.7636194278110446
TrendDiff+ExtremeFlags+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6841448189762797,0.5912762520193862,0.7514836992681304
TrendDiff+ExtremeFlags+RatioFeatures+SoilDrynessIndex,Random Forest,0.7053682896379525,0.6488095238095238,0.7735662009314704
TrendDiff+ExtremeFlags+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6629213483146067,0.5741324921135647,0.6547272122421822
TrendDiff+ExtremeFlags+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6716604244694132,0.6138032305433186,0.7563938789088489
TrendDiff+ExtremeFlags+RatioFeatures+SoilDrynessIndex,XGBoost,0.6878901373283396,0.6141975308641975,0.7723087159015303
TrendDiff+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6716604244694132,0.5723577235772358,0.7491483699268131
TrendDiff+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Random Forest,0.6816479400749064,0.6165413533834586,0.7793213572854292
TrendDiff+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.66167290886392,0.5772230889235569,0.6545575515635396
TrendDiff+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6816479400749064,0.6210995542347697,0.7550765136393879
TrendDiff+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6903870162297129,0.6172839506172839,0.7686759813705921
TrendDiff+InteractionFeatures+StdFeatures+RatioFeatures,Logistic Regression,0.682896379525593,0.5993690851735016,0.7524750499001998
TrendDiff+InteractionFeatures+StdFeatures+RatioFeatures,Random Forest,0.6966292134831461,0.6367713004484304,0.782315369261477
TrendDiff+InteractionFeatures+StdFeatures+RatioFeatures,Decision Tree,0.6729088639200999,0.5893416927899686,0.6632601463739188
TrendDiff+InteractionFeatures+StdFeatures+RatioFeatures,Gradient Boosting,0.6978776529338327,0.6398809523809523,0.7705588822355289
TrendDiff+InteractionFeatures+StdFeatures+RatioFeatures,XGBoost,0.6878901373283396,0.6130030959752322,0.7786027944111777
TrendDiff+InteractionFeatures+StdFeatures+CumulativeLoad,Logistic Regression,0.682896379525593,0.5981012658227848,0.7539654025282767
TrendDiff+InteractionFeatures+StdFeatures+CumulativeLoad,Random Forest,0.6941323345817728,0.6304675716440422,0.7740918163672654
TrendDiff+InteractionFeatures+StdFeatures+CumulativeLoad,Decision Tree,0.6704119850187266,0.5796178343949044,0.6567498336660014
TrendDiff+InteractionFeatures+StdFeatures+CumulativeLoad,Gradient Boosting,0.6841448189762797,0.6284875183553598,0.7701330671989355
TrendDiff+InteractionFeatures+StdFeatures+CumulativeLoad,XGBoost,0.7053682896379525,0.632398753894081,0.7812707917498337
