,latitude,longitude,FBFM_VALUE
734,1511310.0,-2130630.0,-9999
735,1528350.0,-2159940.0,-9999
736,2221980.0,-2348610.0,-9999
737,2229690.0,-2345490.0,-9999
738,2158200.0,-2348130.0,-9999
739,2230590.0,-2345280.0,-9999
740,1519890.0,-2138340.0,-9999
741,2244210.0,-2348250.0,-9999
742,2181990.0,-2339460.0,-9999
743,1502040.0,-2121750.0,-9999
744,1533540.0,-2170530.0,-9999
745,2183610.0,-2346900.0,-9999
746,2195850.0,-2345400.0,-9999
747,2167740.0,-2345610.0,-9999
748,2184030.0,-2346180.0,-9999
749,1524690.0,-2158680.0,-9999
750,2175990.0,-2344800.0,-9999
751,1506870.0,-2124480.0,-9999
752,2036070.0,-2296020.0,12
753,1535730.0,-2170140.0,-9999
754,2209320.0,-2344710.0,-9999
755,2207580.0,-2341170.0,-9999
756,1515390.0,-2145210.0,-9999
757,2212950.0,-2340810.0,-9999
758,1495440.0,-2111010.0,-9999
759,2218590.0,-2339340.0,-9999
760,1497990.0,-2115390.0,-9999
761,2054880.0,-2292300.0,11
762,1518870.0,-2138880.0,-9999
763,2194800.0,-2336790.0,-9999
764,1524060.0,-2155890.0,-9999
765,2190510.0,-2341290.0,-9999
766,2207940.0,-2339100.0,-9999
767,2209050.0,-2336460.0,-9999
768,2234130.0,-2345430.0,-9999
769,1522320.0,-2147580.0,-9999
770,2243730.0,-2345910.0,-9999
771,2229150.0,-2346660.0,-9999
772,2222430.0,-2339790.0,-9999
773,2196540.0,-2340750.0,-9999
774,1505190.0,-2120460.0,-9999
775,2040960.0,-2319030.0,-9999
776,1518330.0,-2128320.0,-9999
777,2190540.0,-2337630.0,-9999
778,1514310.0,-2126910.0,-9999
779,1525710.0,-2151810.0,-9999
780,2179560.0,-2344170.0,-9999
781,2189700.0,-2341380.0,-9999
782,1511190.0,-2125410.0,-9999
783,1530330.0,-2161320.0,-9999
784,1513980.0,-2141880.0,-9999
785,2237760.0,-2339370.0,12
786,2210040.0,-2346300.0,-9999
787,1509690.0,-2133780.0,-9999
788,1518210.0,-2138250.0,-9999
789,1962060.0,-2290680.0,-9999
790,1514490.0,-2132340.0,-9999
791,2218830.0,-2339160.0,-9999
792,2213490.0,-2346420.0,-9999
793,2197530.0,-2341590.0,-9999
794,2185080.0,-2346180.0,-9999
795,2226060.0,-2344830.0,-9999
796,2181570.0,-2342850.0,-9999
797,2240760.0,-2347440.0,-9999
798,1520250.0,-2139540.0,-9999
799,1537530.0,-2174550.0,-9999
800,1530540.0,-2162220.0,-9999
801,1502460.0,-2120790.0,-9999
802,2186940.0,-2342460.0,-9999
803,2178600.0,-2345520.0,-9999
804,2196360.0,-2339700.0,-9999
805,1529730.0,-2163840.0,-9999
806,2189310.0,-2346150.0,-9999
807,2188020.0,-2337870.0,-9999
808,2238630.0,-2346750.0,-9999
809,1500270.0,-2115930.0,-9999
810,1516800.0,-2140230.0,-9999
811,2228250.0,-2342730.0,-9999
812,2207370.0,-2347860.0,-9999
813,2217300.0,-2344950.0,-9999
814,1516830.0,-2139450.0,-9999
815,2213610.0,-2342220.0,-9999
816,1517100.0,-2128620.0,-9999
817,1511220.0,-2124540.0,-9999
818,2194860.0,-2338830.0,-9999
819,1527990.0,-2158830.0,-9999
820,1533060.0,-2170530.0,-9999
821,2193480.0,-2341620.0,-9999
822,2203710.0,-2336730.0,-9999
823,1498680.0,-2112240.0,-9999
824,1533660.0,-2169450.0,-9999
825,1528890.0,-2160780.0,-9999
826,1516050.0,-2132190.0,-9999
827,2232600.0,-2348370.0,-9999
828,1522470.0,-2132670.0,-9999
829,1521630.0,-2137170.0,-9999
830,2210160.0,-2340960.0,-9999
831,2197950.0,-2339400.0,-9999
832,1513380.0,-2137710.0,-9999
833,1508280.0,-2123490.0,-9999
834,2233530.0,-2345970.0,-9999
835,1508040.0,-2131980.0,-9999
836,1503930.0,-2127330.0,-9999
837,2175840.0,-2345670.0,-9999
838,2128680.0,-2347950.0,-9999
839,1503300.0,-2124150.0,-9999
840,1514940.0,-2136720.0,-9999
841,1523640.0,-2150790.0,-9999
842,2233830.0,-2345070.0,-9999
843,2179530.0,-2340570.0,-9999
844,1961070.0,-2289930.0,-9999
845,1522830.0,-2148870.0,-9999
846,2189700.0,-2343240.0,-9999
847,2194470.0,-2336790.0,-9999
848,2220150.0,-2344500.0,-9999
849,1512360.0,-2140530.0,-9999
850,1525530.0,-2151540.0,-9999
851,1510260.0,-2126040.0,-9999
852,2188590.0,-2337960.0,-9999
853,2191290.0,-2343030.0,-9999
854,1516170.0,-2135040.0,-9999
855,2198340.0,-2341860.0,-9999
856,2193750.0,-2337120.0,-9999
857,2215710.0,-2338440.0,-9999
858,1499430.0,-2117460.0,-9999
859,1508550.0,-2125230.0,-9999
860,2225970.0,-2347470.0,-9999
861,1517910.0,-2147520.0,-9999
862,2217150.0,-2345490.0,-9999
863,2184360.0,-2341350.0,-9999
864,2211420.0,-2336130.0,-9999
865,2202060.0,-2344110.0,-9999
866,1511250.0,-2124930.0,-9999
867,2177100.0,-2347920.0,-9999
868,2173650.0,-2342610.0,-9999
869,1510020.0,-2128560.0,-9999
870,1511700.0,-2127210.0,-9999
871,2199510.0,-2339160.0,-9999
872,2228520.0,-2345430.0,-9999
873,1515810.0,-2129730.0,-9999
874,2169900.0,-2347170.0,-9999
875,1500840.0,-2112360.0,-9999
876,1519710.0,-2149920.0,-9999
877,2210820.0,-2341800.0,-9999
878,2239560.0,-2348760.0,-9999
879,2216730.0,-2339280.0,-9999
880,2230380.0,-2342490.0,-9999
881,1499610.0,-2114430.0,-9999
882,1520370.0,-2138310.0,-9999
883,1510590.0,-2136450.0,-9999
884,1508850.0,-2120490.0,-9999
885,2194890.0,-2342310.0,-9999
886,1505700.0,-2130630.0,-9999
887,2228250.0,-2346510.0,-9999
888,1497870.0,-2113290.0,-9999
889,1961040.0,-2289090.0,-9999
890,2169930.0,-2345370.0,-9999
891,1498470.0,-2116020.0,-9999
892,1519590.0,-2136600.0,-9999
893,1533960.0,-2167380.0,-9999
894,1525590.0,-2157090.0,-9999
895,1511310.0,-2133720.0,-9999
896,1524330.0,-2151750.0,-9999
897,2193090.0,-2341830.0,-9999
898,2195610.0,-2343240.0,-9999
899,2192640.0,-2341530.0,-9999
900,1522950.0,-2147910.0,-9999
901,1499880.0,-2113800.0,-9999
902,1500360.0,-2116980.0,-9999
903,2182140.0,-2340420.0,-9999
904,2173620.0,-2346000.0,-9999
905,1532310.0,-2169150.0,-9999
906,2125800.0,-2348070.0,-9999
907,2190900.0,-2346780.0,-9999
908,2206080.0,-2342190.0,-9999
909,1511700.0,-2136150.0,-9999
910,2209080.0,-2337840.0,-9999
911,1504680.0,-2127150.0,-9999
912,1496910.0,-2112630.0,-9999
913,1535610.0,-2168220.0,-9999
914,2208390.0,-2345520.0,-9999
915,1501500.0,-2114310.0,-9999
916,1519710.0,-2131080.0,-9999
917,1507170.0,-2132190.0,-9999
918,2220060.0,-2346300.0,-9999
919,2222310.0,-2341260.0,-9999
920,2206680.0,-2336400.0,-9999
921,1537230.0,-2174550.0,-9999
922,2203800.0,-2346150.0,-9999
923,1499190.0,-2111400.0,-9999
924,2188830.0,-2347950.0,-9999
925,2216250.0,-2341140.0,-9999
926,2185920.0,-2343330.0,-9999
927,2165100.0,-2335200.0,12
928,1522650.0,-2149290.0,-9999
929,2210010.0,-2339700.0,-9999
930,1525800.0,-2155020.0,-9999
931,1517370.0,-2128080.0,-9999
932,2199030.0,-2341050.0,-9999
933,2205390.0,-2339490.0,-9999
934,1517730.0,-2128290.0,-9999
935,1512990.0,-2125830.0,-9999
936,2114790.0,-2343480.0,12
937,2183340.0,-2347140.0,-9999
938,2209950.0,-2343450.0,-9999
939,2183130.0,-2347590.0,-9999
940,2223090.0,-2347350.0,-9999
941,2182950.0,-2346450.0,-9999
942,1507980.0,-2124150.0,-9999
943,1502820.0,-2125110.0,-9999
944,2175630.0,-2347380.0,-9999
945,1506510.0,-2126220.0,-9999
946,2186610.0,-2342730.0,-9999
947,2201160.0,-2340750.0,-9999
948,1529070.0,-2161980.0,-9999
949,1518270.0,-2142630.0,-9999
950,1495620.0,-2111760.0,-9999
951,2223240.0,-2344470.0,-9999
952,1509480.0,-2135010.0,-9999
953,1510530.0,-2129070.0,-9999
954,2223060.0,-2344650.0,-9999
955,1499520.0,-2112330.0,-9999
956,2197530.0,-2347200.0,-9999
957,2194380.0,-2346480.0,-9999
958,2162160.0,-2347620.0,-9999
959,1504860.0,-2122320.0,-9999
960,2206260.0,-2342400.0,-9999
961,1509030.0,-2127330.0,-9999
962,1527210.0,-2160810.0,-9999
963,1518930.0,-2135670.0,-9999
964,1517610.0,-2135790.0,-9999
965,2174070.0,-2345340.0,-9999
966,1514790.0,-2130240.0,-9999
967,2224800.0,-2342220.0,-9999
968,1525950.0,-2156760.0,-9999
969,1514250.0,-2134620.0,-9999
970,2188020.0,-2340420.0,-9999
971,1503270.0,-2125080.0,-9999
972,2092440.0,-2332290.0,12
973,2188350.0,-2338200.0,-9999
974,2183460.0,-2343360.0,-9999
975,2192190.0,-2338890.0,-9999
976,2217120.0,-2345550.0,-9999
977,2069430.0,-2314650.0,12
978,1538070.0,-2178330.0,-9999
979,1524990.0,-2158080.0,-9999
980,2230830.0,-2345160.0,-9999
981,2200230.0,-2337780.0,-9999
982,2199360.0,-2337060.0,-9999
983,2199060.0,-2344620.0,-9999
984,1523190.0,-2151510.0,-9999
985,1506960.0,-2129550.0,-9999
986,2240280.0,-2346270.0,-9999
987,2187720.0,-2344110.0,-9999
988,2222160.0,-2347470.0,-9999
989,2206950.0,-2344110.0,-9999
990,2178330.0,-2347200.0,-9999
991,1524870.0,-2158800.0,-9999
992,1523640.0,-2149230.0,-9999
993,2228250.0,-2345340.0,-9999
994,2188680.0,-2341800.0,-9999
995,2190030.0,-2346990.0,-9999
996,2239890.0,-2348460.0,-9999
997,1524390.0,-2155830.0,-9999
998,1508820.0,-2125710.0,-9999
999,2203110.0,-2340510.0,-9999
1000,2245470.0,-2348760.0,-9999
1001,2195100.0,-2336460.0,-9999
1002,2209980.0,-2338560.0,-9999
1003,2197350.0,-2343960.0,-9999
1004,1964940.0,-2291340.0,-9999
1005,1493400.0,-2110500.0,-9999
1006,1916520.0,-2062020.0,12
1007,2193480.0,-2337120.0,-9999
1008,2210040.0,-2346810.0,-9999
1009,2201100.0,-2336760.0,-9999
1010,2178750.0,-2341650.0,-9999
1011,2209140.0,-2336880.0,-9999
1012,1527690.0,-2159160.0,-9999
1013,2232120.0,-2348130.0,-9999
1014,2220150.0,-2343030.0,-9999
1015,2193780.0,-2348430.0,-9999
1016,1516440.0,-2144220.0,-9999
1017,2175600.0,-2346840.0,-9999
1018,2212890.0,-2339880.0,-9999
1019,2194080.0,-2337090.0,-9999
1020,1517550.0,-2140140.0,-9999
1021,2158590.0,-2312160.0,12
1022,1504920.0,-2129040.0,-9999
1023,2221320.0,-2347890.0,-9999
1024,2182590.0,-2342700.0,-9999
1025,2183790.0,-2337960.0,-9999
1026,2193420.0,-2346600.0,-9999
1027,2196900.0,-2338380.0,-9999
1028,2188800.0,-2347260.0,-9999
1029,2182770.0,-2346360.0,-9999
1030,1522950.0,-2148510.0,-9999
1031,1533870.0,-2172810.0,-9999
1032,2180610.0,-2340030.0,-9999
1033,1521510.0,-2154120.0,-9999
1034,2188470.0,-2346030.0,-9999
1035,2212740.0,-2344950.0,-9999
1036,1517910.0,-2132970.0,-9999
1037,1505520.0,-2123760.0,-9999
1038,1524090.0,-2157630.0,-9999
1039,2190930.0,-2336520.0,-9999
1040,1511550.0,-2129730.0,-9999
1041,2056890.0,-2308590.0,12
1042,1516440.0,-2134800.0,-9999
1043,2222220.0,-2346870.0,-9999
1044,2208300.0,-2334840.0,-9999
1045,1524570.0,-2151720.0,-9999
1046,2166930.0,-2348400.0,-9999
1047,1496880.0,-2112210.0,-9999
1048,1507950.0,-2131590.0,-9999
1049,2189910.0,-2346780.0,-9999
1050,1519020.0,-2148420.0,-9999
1051,1521840.0,-2142720.0,-9999
1052,2231430.0,-2347230.0,-9999
1053,1504740.0,-2125170.0,-9999
1054,2225220.0,-2340690.0,-9999
1055,2201670.0,-2341140.0,-9999
1056,1506870.0,-2122080.0,-9999
1057,2206110.0,-2338410.0,-9999
1058,1518930.0,-2131920.0,-9999
1059,2200230.0,-2348460.0,-9999
1060,1502340.0,-2114910.0,-9999
1061,2197860.0,-2348580.0,-9999
1062,2221680.0,-2340090.0,-9999
1063,2224050.0,-2346360.0,-9999
1064,1499880.0,-2116500.0,-9999
1065,1518240.0,-2128500.0,-9999
1066,2212230.0,-2339820.0,-9999
1067,1517730.0,-2133660.0,-9999
1068,1513830.0,-2129820.0,-9999
1069,1525230.0,-2157420.0,-9999
1070,1522050.0,-2133480.0,-9999
1071,1535970.0,-2175630.0,-9999
1072,2244630.0,-2346390.0,-9999
1073,2203620.0,-2345370.0,-9999
1074,1508310.0,-2124120.0,-9999
1075,2197830.0,-2337270.0,-9999
1076,2200680.0,-2336220.0,-9999
1077,2171520.0,-2346000.0,-9999
1078,1531440.0,-2168760.0,-9999
1079,2175690.0,-2342580.0,-9999
1080,2178270.0,-2340420.0,-9999
1081,1510230.0,-2131500.0,-9999
1082,1513140.0,-2130630.0,-9999
1083,1501860.0,-2120730.0,-9999
1084,1521420.0,-2143590.0,-9999
1085,2219280.0,-2342910.0,-9999
1086,2186880.0,-2346690.0,-9999
1087,2207220.0,-2340330.0,-9999
1088,1529580.0,-2163060.0,-9999
1089,1515660.0,-2132250.0,-9999
1090,1531770.0,-2169840.0,-9999
1091,2050350.0,-2299080.0,12
1092,2181150.0,-2346450.0,-9999
1093,2180010.0,-2341290.0,-9999
1094,2219310.0,-2346390.0,-9999
1095,2179410.0,-2342160.0,-9999
1096,1514070.0,-2133840.0,-9999
1097,2195070.0,-2335290.0,-9999
1098,1515630.0,-2143020.0,-9999
1099,1516020.0,-2132130.0,-9999
1100,2185050.0,-2341950.0,-9999
1101,2216220.0,-2341050.0,-9999
1102,2191590.0,-2343030.0,-9999
1103,2191530.0,-2347680.0,-9999
1104,1529940.0,-2162760.0,-9999
1105,1506030.0,-2129910.0,-9999
1106,2240820.0,-2347290.0,-9999
1107,2200830.0,-2342070.0,-9999
1108,2197800.0,-2340180.0,-9999
1109,1502760.0,-2117820.0,-9999
1110,1525410.0,-2149830.0,-9999
1111,2205960.0,-2348310.0,-9999
1112,1520430.0,-2132280.0,-9999
1113,1514280.0,-2133870.0,-9999
1114,1517070.0,-2137650.0,-9999
1115,2237100.0,-2346810.0,-9999
1116,2202690.0,-2344530.0,-9999
1117,2229780.0,-2343210.0,-9999
1118,2225430.0,-2342220.0,-9999
1119,2202330.0,-2336100.0,-9999
1120,1962300.0,-2289870.0,-9999
1121,1525020.0,-2156460.0,-9999
1122,2088900.0,-2336550.0,12
1123,1521180.0,-2143470.0,-9999
1124,2171160.0,-2335860.0,12
1125,2230770.0,-2344230.0,-9999
1126,1519890.0,-2136600.0,-9999
1127,1510650.0,-2136600.0,-9999
1128,1520460.0,-2146980.0,-9999
1129,1523340.0,-2150160.0,-9999
1130,1506000.0,-2126190.0,-9999
1131,2189580.0,-2346030.0,-9999
1132,2216640.0,-2342910.0,-9999
1133,2190330.0,-2343180.0,-9999
1134,2168640.0,-2346870.0,-9999
1135,2185200.0,-2345790.0,-9999
1136,2194650.0,-2338530.0,-9999
1137,2164440.0,-2348130.0,-9999
1138,2208510.0,-2347170.0,-9999
1139,1530990.0,-2161080.0,-9999
1140,1522140.0,-2148450.0,-9999
1141,2172810.0,-2344260.0,-9999
1142,2168550.0,-2347380.0,-9999
1143,2184600.0,-2339550.0,-9999
1144,2212440.0,-2340660.0,-9999
1145,1522560.0,-2145990.0,-9999
1146,2191410.0,-2343000.0,-9999
1147,2055840.0,-2311410.0,12
1148,1507830.0,-2118660.0,-9999
1149,2228640.0,-2343450.0,-9999
1150,1524960.0,-2150070.0,-9999
1151,1509030.0,-2122110.0,-9999
1152,2181630.0,-2337720.0,-9999
1153,2179020.0,-2348460.0,-9999
1154,1515480.0,-2129640.0,-9999
1155,2192340.0,-2347590.0,-9999
1156,1503150.0,-2126010.0,-9999
1157,2171070.0,-2335860.0,12
1158,2181780.0,-2338980.0,-9999
1159,1494240.0,-2112360.0,-9999
1160,2238180.0,-2347020.0,-9999
1161,2207610.0,-2335650.0,-9999
1162,2218890.0,-2348010.0,-9999
1163,2183040.0,-2343210.0,-9999
1164,1514220.0,-2123340.0,-9999
1165,2224170.0,-2344230.0,-9999
1166,2201220.0,-2342790.0,-9999
1167,1506120.0,-2125410.0,-9999
1168,1510410.0,-2132310.0,-9999
1169,2126940.0,-2347830.0,-9999
1170,1495260.0,-2111100.0,-9999
1171,2199780.0,-2345730.0,-9999
1172,1498620.0,-2119320.0,-9999
1173,2221530.0,-2343450.0,-9999
1174,2180580.0,-2337300.0,-9999
1175,2181870.0,-2338260.0,-9999
1176,1528680.0,-2160270.0,-9999
1177,2179290.0,-2343030.0,-9999
1178,2213520.0,-2343390.0,-9999
1179,2178750.0,-2340990.0,-9999
1180,1523190.0,-2145660.0,-9999
1181,2227290.0,-2343330.0,-9999
1182,2219460.0,-2343750.0,-9999
1183,2228700.0,-2342460.0,-9999
1184,2235240.0,-2347050.0,-9999
1185,1528140.0,-2161050.0,-9999
1186,2200740.0,-2338170.0,-9999
1187,2173200.0,-2348490.0,-9999
1188,1539660.0,-2179620.0,-9999
1189,1514430.0,-2136300.0,-9999
1190,2064900.0,-2326440.0,12
1191,2176680.0,-2342940.0,-9999
1192,2200320.0,-2347110.0,-9999
1193,1534590.0,-2167440.0,-9999
1194,2180730.0,-2342910.0,-9999
1195,2187180.0,-2342760.0,-9999
1196,1494870.0,-2113380.0,-9999
1197,2191830.0,-2335830.0,-9999
1198,2214990.0,-2348100.0,-9999
1199,1529070.0,-2159970.0,-9999
1200,1507260.0,-2125200.0,-9999
1201,1524570.0,-2155800.0,-9999
1202,1509630.0,-2135940.0,-9999
1203,2190270.0,-2342280.0,-9999
1204,1510110.0,-2123460.0,-9999
1205,2209320.0,-2348280.0,-9999
1206,2223150.0,-2339730.0,-9999
1207,1511850.0,-2133240.0,-9999
1208,2217270.0,-2346420.0,-9999
1209,1519350.0,-2138250.0,-9999
1210,1536720.0,-2173860.0,-9999
1211,2169330.0,-2347950.0,-9999
1212,2226150.0,-2345730.0,-9999
1213,1503090.0,-2120250.0,-9999
1214,1524390.0,-2150610.0,-9999
1215,2190960.0,-2338650.0,-9999
1216,2185590.0,-2337510.0,-9999
1217,1499070.0,-2119980.0,-9999
1218,2193000.0,-2339130.0,-9999
1219,2324700.0,-2306670.0,12
1220,2194950.0,-2337630.0,-9999
1221,1511250.0,-2122890.0,-9999
1222,2184780.0,-2338200.0,-9999
1223,2197230.0,-2337270.0,-9999
1224,1519350.0,-2148180.0,-9999
1225,1504470.0,-2128230.0,-9999
1226,2230290.0,-2347170.0,-9999
1227,2191140.0,-2341590.0,-9999
1228,2216400.0,-2344800.0,-9999
1229,2210970.0,-2346480.0,-9999
1230,1500750.0,-2119380.0,-9999
1231,2185170.0,-2337480.0,-9999
1232,2210580.0,-2345670.0,-9999
1233,2225850.0,-2346120.0,-9999
1234,2200500.0,-2346330.0,-9999
1235,2202300.0,-2341740.0,-9999
1236,2222520.0,-2344140.0,-9999
1237,1540320.0,-2179620.0,-9999
1238,1498920.0,-2111580.0,-9999
1239,1528530.0,-2162550.0,-9999
1240,2184720.0,-2339490.0,-9999
1241,2181060.0,-2339010.0,-9999
1242,2224200.0,-2348790.0,-9999
1243,2184840.0,-2341650.0,-9999
1244,1533660.0,-2169600.0,-9999
1245,2051400.0,-2305740.0,12
1246,1522800.0,-2155980.0,-9999
1247,2211720.0,-2336400.0,-9999
1248,2176080.0,-2342970.0,-9999
1249,2197200.0,-2339010.0,-9999
1250,2183520.0,-2347200.0,-9999
1251,1537020.0,-2174220.0,-9999
1252,1515870.0,-2132640.0,-9999
1253,2213790.0,-2340660.0,-9999
1254,1495440.0,-2110950.0,-9999
1255,2192580.0,-2338560.0,-9999
1256,1536930.0,-2172480.0,-9999
1257,2157810.0,-2326680.0,12
1258,1513680.0,-2134020.0,-9999
1259,1527030.0,-2161740.0,-9999
1260,1525860.0,-2159940.0,-9999
1261,2176620.0,-2345880.0,-9999
1262,2179860.0,-2340300.0,-9999
1263,2181120.0,-2341710.0,-9999
1264,2186820.0,-2340060.0,-9999
1265,2189490.0,-2341890.0,-9999
1266,1502370.0,-2125740.0,-9999
1267,2205330.0,-2345790.0,-9999
1268,2201070.0,-2344500.0,-9999
1269,2178150.0,-2341650.0,-9999
1270,1499280.0,-2117670.0,-9999
1271,2190270.0,-2345370.0,-9999
1272,2173560.0,-2348190.0,-9999
1273,1533480.0,-2170770.0,-9999
1274,2204940.0,-2344800.0,-9999
1275,2212590.0,-2346660.0,-9999
1276,2200590.0,-2339280.0,-9999
1277,2183130.0,-2343930.0,-9999
1278,2223540.0,-2344260.0,-9999
1279,2231340.0,-2342940.0,-9999
1280,2164170.0,-2348250.0,-9999
1281,2096400.0,-2339070.0,12
1282,2183910.0,-2347860.0,-9999
1283,1502340.0,-2123190.0,-9999
1284,2184840.0,-2345220.0,-9999
1285,2202600.0,-2347200.0,-9999
1286,2211030.0,-2341860.0,-9999
1287,2215170.0,-2343930.0,-9999
1288,2188470.0,-2345940.0,-9999
1289,1514190.0,-2122890.0,-9999
1290,1508640.0,-2132820.0,-9999
1291,2135400.0,-2347860.0,-9999
1292,2171130.0,-2346300.0,-9999
1293,1516140.0,-2145300.0,-9999
1294,2232480.0,-2345190.0,-9999
1295,1506480.0,-2126250.0,-9999
1296,1514490.0,-2136480.0,-9999
1297,2189370.0,-2348100.0,-9999
1298,1519290.0,-2138130.0,-9999
1299,2194800.0,-2348190.0,-9999
1300,1509450.0,-2126550.0,-9999
1301,2214000.0,-2339010.0,-9999
1302,2175120.0,-2347680.0,-9999
1303,2193480.0,-2336160.0,-9999
1304,2218050.0,-2347470.0,-9999
1305,2194860.0,-2342430.0,-9999
1306,2242080.0,-2348250.0,-9999
1307,1523490.0,-2151000.0,-9999
1308,1514130.0,-2131200.0,-9999
1309,2136390.0,-2347770.0,-9999
1310,1520250.0,-2149860.0,-9999
1311,1521960.0,-2141970.0,-9999
1312,2190750.0,-2340990.0,-9999
1313,1507530.0,-2120970.0,-9999
1314,2192100.0,-2343330.0,-9999
1315,1523310.0,-2150310.0,-9999
1316,1511670.0,-2127570.0,-9999
1317,1509510.0,-2125920.0,-9999
1318,2193750.0,-2341560.0,-9999
1319,2207640.0,-2344110.0,-9999
1320,2190090.0,-2338860.0,-9999
1321,1512540.0,-2133900.0,-9999
1322,2188830.0,-2338470.0,-9999
1323,1496460.0,-2111190.0,-9999
1324,2194530.0,-2336100.0,-9999
1325,2218620.0,-2345790.0,-9999
1326,1510230.0,-2120190.0,-9999
1327,2195250.0,-2336310.0,-9999
1328,1520700.0,-2146140.0,-9999
1329,1510080.0,-2127000.0,-9999
1330,1521090.0,-2151480.0,-9999
1331,2204790.0,-2342430.0,-9999
1332,2217270.0,-2344140.0,-9999
1333,1503750.0,-2126940.0,-9999
1334,2195490.0,-2336640.0,-9999
1335,1521660.0,-2154660.0,-9999
1336,2207430.0,-2346960.0,-9999
1337,1520250.0,-2139000.0,-9999
1338,2186100.0,-2344290.0,-9999
1339,1515930.0,-2143350.0,-9999
1340,1521960.0,-2153940.0,-9999
1341,1534980.0,-2167380.0,-9999
1342,1524840.0,-2148150.0,-9999
1343,2226000.0,-2348790.0,-9999
1344,2185590.0,-2346600.0,-9999
1345,2209740.0,-2343600.0,-9999
1346,1521270.0,-2148780.0,-9999
1347,1505940.0,-2124780.0,-9999
1348,1519530.0,-2139720.0,-9999
1349,2230350.0,-2342340.0,-9999
1350,1510140.0,-2132730.0,-9999
1351,2227830.0,-2345490.0,-9999
1352,2172360.0,-2347620.0,-9999
1353,1510950.0,-2128410.0,-9999
1354,1504020.0,-2118120.0,-9999
1355,1517430.0,-2126910.0,-9999
1356,1512630.0,-2129670.0,-9999
1357,2207940.0,-2339130.0,-9999
1358,1516080.0,-2142330.0,-9999
1359,1496850.0,-2114520.0,-9999
1360,2187180.0,-2339700.0,-9999
1361,2236920.0,-2347710.0,-9999
1362,2226540.0,-2341770.0,-9999
1363,1521720.0,-2133300.0,-9999
1364,1524870.0,-2159250.0,-9999
1365,1510140.0,-2131950.0,-9999
1366,2132040.0,-2347350.0,-9999
1367,2178690.0,-2347440.0,-9999
1368,2193960.0,-2342970.0,-9999
1369,2201850.0,-2339520.0,-9999
1370,1520910.0,-2130900.0,-9999
1371,2211870.0,-2337750.0,-9999
1372,2196480.0,-2339790.0,-9999
1373,2202600.0,-2348490.0,-9999
1374,1531320.0,-2166420.0,-9999
1375,1499910.0,-2115990.0,-9999
1376,2221020.0,-2343000.0,-9999
1377,2200980.0,-2347860.0,-9999
1378,1529010.0,-2160150.0,-9999
1379,2165550.0,-2346540.0,-9999
1380,2203950.0,-2344350.0,-9999
1381,1502910.0,-2123760.0,-9999
1382,1507920.0,-2126400.0,-9999
1383,2207910.0,-2344110.0,-9999
1384,1521150.0,-2151390.0,-9999
1385,1513710.0,-2125980.0,-9999
1386,2205570.0,-2344920.0,-9999
1387,2196240.0,-2343270.0,-9999
1388,1522050.0,-2146740.0,-9999
1389,2235120.0,-2347260.0,-9999
1390,2235030.0,-2347680.0,-9999
1391,2174340.0,-2348370.0,-9999
1392,2207760.0,-2344140.0,-9999
1393,2216100.0,-2339310.0,-9999
1394,2201580.0,-2336970.0,-9999
1395,2181510.0,-2346120.0,-9999
1396,1535970.0,-2175060.0,-9999
1397,2185470.0,-2345010.0,-9999
1398,2222070.0,-2341980.0,-9999
1399,2197830.0,-2346660.0,-9999
1400,2170590.0,-2346480.0,-9999
1401,1512930.0,-2127960.0,-9999
1402,1506360.0,-2116020.0,-9999
1403,2241630.0,-2345940.0,-9999
1404,1494660.0,-2112420.0,-9999
1405,2211510.0,-2338020.0,-9999
1406,2241600.0,-2346510.0,-9999
1407,2190900.0,-2342760.0,-9999
1408,2214120.0,-2347650.0,-9999
1409,2186250.0,-2343090.0,-9999
1410,2228430.0,-2346420.0,-9999
1411,1500450.0,-2119170.0,-9999
1412,2173020.0,-2343270.0,-9999
1413,2201610.0,-2346000.0,-9999
1414,2211960.0,-2347710.0,-9999
1415,2180700.0,-2338320.0,-9999
1416,1505130.0,-2125500.0,-9999
1417,2178090.0,-2342850.0,-9999
1418,2168970.0,-2347830.0,-9999
1419,1534470.0,-2172180.0,-9999
1420,2240640.0,-2348310.0,-9999
1421,1518240.0,-2137920.0,-9999
1422,2194920.0,-2344170.0,-9999
1423,2212860.0,-2346240.0,-9999
1424,2168700.0,-2345850.0,-9999
1425,2212560.0,-2347230.0,-9999
1426,2210280.0,-2343720.0,-9999
1427,1521180.0,-2139420.0,-9999
1428,2193390.0,-2344560.0,-9999
1429,2204430.0,-2336100.0,-9999
1430,2215020.0,-2346630.0,-9999
1431,2202540.0,-2345670.0,-9999
1432,1515810.0,-2144820.0,-9999
1433,2212110.0,-2337360.0,-9999
1434,1519470.0,-2139600.0,-9999
1435,1518990.0,-2137290.0,-9999
1436,2207100.0,-2338050.0,-9999
1437,2197860.0,-2345310.0,-9999
1438,1502340.0,-2113290.0,-9999
1439,1515660.0,-2133900.0,-9999
1440,2221830.0,-2344410.0,-9999
1441,2235780.0,-2314200.0,12
1442,1513860.0,-2140920.0,-9999
1443,2181720.0,-2347230.0,-9999
1444,1497150.0,-2116950.0,-9999
1445,1516950.0,-2143710.0,-9999
1446,1498020.0,-2115900.0,-9999
1447,1504500.0,-2122680.0,-9999
