,latitude,longitude,FBFM_VALUE
481,2202780.0,-2337900.0,-9999
482,2231250.0,-2347470.0,-9999
483,2196780.0,-2335740.0,-9999
484,1524990.0,-2155980.0,-9999
485,2212740.0,-2339310.0,-9999
486,1515150.0,-2134320.0,-9999
487,2166870.0,-2348430.0,-9999
488,2207490.0,-2346660.0,-9999
489,2197020.0,-2347380.0,-9999
490,2226600.0,-2346030.0,-9999
491,1522860.0,-2148270.0,-9999
492,2198880.0,-2346900.0,-9999
493,1535010.0,-2172960.0,-9999
494,2190030.0,-2345250.0,-9999
495,1533900.0,-2167800.0,-9999
496,2133000.0,-2347740.0,-9999
497,1519230.0,-2136180.0,-9999
498,1518810.0,-2150040.0,-9999
499,1509330.0,-2123610.0,-9999
500,2202660.0,-2337750.0,-9999
501,1510260.0,-2126130.0,-9999
502,2188680.0,-2340510.0,-9999
503,1506360.0,-2116170.0,-9999
504,2189460.0,-2347740.0,-9999
505,1520100.0,-2149980.0,-9999
506,2181720.0,-2339310.0,-9999
507,2211270.0,-2343360.0,-9999
508,2240100.0,-2347980.0,-9999
509,2208210.0,-2346600.0,-9999
510,1505010.0,-2129010.0,-9999
511,2186940.0,-2344440.0,-9999
512,1507620.0,-2121240.0,-9999
513,1514910.0,-2127570.0,-9999
514,2086890.0,-2334960.0,12
515,1519830.0,-2145870.0,-9999
516,2165160.0,-2346270.0,-9999
517,2167680.0,-2347740.0,-9999
518,2169300.0,-2345880.0,-9999
519,2190960.0,-2340030.0,-9999
520,2237670.0,-2348220.0,-9999
521,2213670.0,-2343450.0,-9999
522,2193570.0,-2338920.0,-9999
523,1511610.0,-2122530.0,-9999
524,1978140.0,-2295420.0,12
525,1528470.0,-2159100.0,-9999
526,2217330.0,-2338650.0,-9999
527,1521720.0,-2148780.0,-9999
528,1507740.0,-2127570.0,-9999
529,2260470.0,-2333580.0,12
530,2196690.0,-2340390.0,-9999
531,2178840.0,-2344110.0,-9999
532,1520010.0,-2149560.0,-9999
533,2183430.0,-2343570.0,-9999
534,2221470.0,-2348010.0,-9999
535,1525890.0,-2160840.0,-9999
536,1503210.0,-2125200.0,-9999
537,2195940.0,-2339790.0,-9999
538,2205000.0,-2338830.0,-9999
539,2219340.0,-2346810.0,-9999
540,1499970.0,-2114700.0,-9999
541,2178660.0,-2345700.0,-9999
542,2194410.0,-2335170.0,-9999
543,2183910.0,-2340810.0,-9999
544,2240310.0,-2346570.0,-9999
545,1497720.0,-2113680.0,-9999
546,2186040.0,-2342220.0,-9999
547,1507080.0,-2120220.0,-9999
548,2226660.0,-2344770.0,-9999
549,1515300.0,-2127060.0,-9999
550,2209890.0,-2347800.0,-9999
551,1500780.0,-2123310.0,-9999
552,2227320.0,-2348040.0,-9999
553,1508250.0,-2131530.0,-9999
554,1502280.0,-2123940.0,-9999
555,2219160.0,-2338650.0,-9999
556,1522620.0,-2155650.0,-9999
557,2185260.0,-2339640.0,-9999
558,1505010.0,-2117760.0,-9999
559,2194290.0,-2337570.0,-9999
560,2180460.0,-2337240.0,-9999
561,2174790.0,-2348250.0,-9999
562,1505070.0,-2125980.0,-9999
563,1522230.0,-2154600.0,-9999
564,1511220.0,-2131860.0,-9999
565,1514070.0,-2134740.0,-9999
566,2209410.0,-2337540.0,-9999
567,1501590.0,-2123220.0,-9999
568,2183640.0,-2341560.0,-9999
569,1503150.0,-2124570.0,-9999
570,2192100.0,-2339070.0,-9999
571,1525680.0,-2160570.0,-9999
572,2189940.0,-2347620.0,-9999
573,1797750.0,-2273850.0,12
574,2212650.0,-2340540.0,-9999
575,2218650.0,-2348370.0,-9999
576,1507350.0,-2123040.0,-9999
577,1514760.0,-2144250.0,-9999
578,2207100.0,-2337720.0,-9999
579,1522230.0,-2152980.0,-9999
580,1506420.0,-2119560.0,-9999
581,2189490.0,-2337630.0,-9999
582,1528590.0,-2160810.0,-9999
583,2202450.0,-2345820.0,-9999
584,2208900.0,-2343930.0,-9999
585,2179860.0,-2343270.0,-9999
586,2173650.0,-2345970.0,-9999
587,2206770.0,-2347830.0,-9999
588,1522560.0,-2153250.0,-9999
589,2192430.0,-2336220.0,-9999
590,2187480.0,-2343660.0,-9999
591,2208360.0,-2336820.0,-9999
592,1517280.0,-2134950.0,-9999
593,1506690.0,-2124270.0,-9999
594,2213730.0,-2347650.0,-9999
595,1507800.0,-2133540.0,-9999
596,1538160.0,-2178060.0,-9999
597,1513680.0,-2132370.0,-9999
598,1499760.0,-2115450.0,-9999
599,1503420.0,-2127240.0,-9999
600,1503720.0,-2122050.0,-9999
601,2226000.0,-2348820.0,-9999
602,2178630.0,-2343480.0,-9999
603,1502160.0,-2114760.0,-9999
604,2210130.0,-2341170.0,-9999
605,1514340.0,-2122920.0,-9999
606,1498710.0,-2118600.0,-9999
607,2216700.0,-2338650.0,-9999
608,1860750.0,-2046150.0,12
609,1515240.0,-2144130.0,-9999
610,2205180.0,-2347890.0,-9999
611,1502010.0,-2122920.0,-9999
612,2201190.0,-2338800.0,-9999
613,1516230.0,-2144880.0,-9999
614,2129460.0,-2347830.0,-9999
615,2208330.0,-2338230.0,-9999
616,1512720.0,-2130090.0,-9999
617,2201070.0,-2347620.0,-9999
618,2230080.0,-2347200.0,-9999
619,2179740.0,-2342130.0,-9999
620,1512510.0,-2127300.0,-9999
621,1500540.0,-2121180.0,-9999
622,2047650.0,-2300310.0,12
623,2226300.0,-2341920.0,-9999
624,2203620.0,-2346150.0,-9999
625,1520250.0,-2147580.0,-9999
626,1525050.0,-2157900.0,-9999
627,1518870.0,-2147250.0,-9999
628,2194680.0,-2341680.0,-9999
629,1519350.0,-2134200.0,-9999
630,2192520.0,-2348340.0,-9999
631,1541640.0,-2184810.0,-9999
632,2232030.0,-2344980.0,-9999
633,2226090.0,-2341410.0,-9999
634,2167440.0,-2346870.0,-9999
635,1527600.0,-2158560.0,-9999
636,2180670.0,-2346840.0,-9999
637,1497780.0,-2116830.0,-9999
638,2190630.0,-2345130.0,-9999
639,1524990.0,-2149170.0,-9999
640,1501800.0,-2115060.0,-9999
641,2230890.0,-2345430.0,-9999
642,2233050.0,-2344500.0,-9999
643,2194800.0,-2343930.0,-9999
644,2201550.0,-2336970.0,-9999
645,1509510.0,-2136300.0,-9999
646,1519590.0,-2137200.0,-9999
647,2235600.0,-2347140.0,-9999
648,2188590.0,-2340690.0,-9999
649,1517100.0,-2128110.0,-9999
650,1514400.0,-2126190.0,-9999
651,1539930.0,-2180940.0,-9999
652,1509960.0,-2124120.0,-9999
653,1501620.0,-2117460.0,-9999
654,2196870.0,-2346030.0,-9999
655,2224980.0,-2340360.0,-9999
656,1522920.0,-2154750.0,-9999
657,1506870.0,-2122050.0,-9999
658,2176410.0,-2342010.0,-9999
659,2205300.0,-2348160.0,-9999
660,1515240.0,-2144040.0,-9999
661,2190240.0,-2339160.0,-9999
662,2186220.0,-2337300.0,-9999
663,1535730.0,-2174610.0,-9999
664,1517310.0,-2143710.0,-9999
665,2226810.0,-2343180.0,-9999
666,2218410.0,-2342310.0,-9999
667,1510200.0,-2130660.0,-9999
668,2173950.0,-2345280.0,-9999
669,2185710.0,-2347650.0,-9999
670,1509390.0,-2126190.0,-9999
671,1536870.0,-2176620.0,-9999
672,1517130.0,-2129280.0,-9999
673,2218080.0,-2342220.0,-9999
674,2188500.0,-2344110.0,-9999
675,1519230.0,-2148540.0,-9999
676,1523490.0,-2157510.0,-9999
677,1521600.0,-2139960.0,-9999
678,1522230.0,-2154570.0,-9999
679,2182920.0,-2343780.0,-9999
680,2181840.0,-2339130.0,-9999
681,2209200.0,-2347950.0,-9999
682,2210670.0,-2347950.0,-9999
683,2185680.0,-2342100.0,-9999
684,2201160.0,-2342550.0,-9999
685,1528290.0,-2159130.0,-9999
686,1517160.0,-2144790.0,-9999
687,2034720.0,-2308200.0,12
688,1962810.0,-2290740.0,-9999
689,2096460.0,-2321490.0,12
690,1522020.0,-2148360.0,-9999
691,1515780.0,-2138160.0,-9999
692,1530690.0,-2164260.0,-9999
693,1511580.0,-2130840.0,-9999
694,1530480.0,-2167260.0,-9999
695,2198670.0,-2337300.0,-9999
696,2242530.0,-2348610.0,-9999
697,1523490.0,-2153760.0,-9999
698,2182770.0,-2346270.0,-9999
699,2194440.0,-2347290.0,-9999
700,2195130.0,-2341530.0,-9999
701,1518420.0,-2130600.0,-9999
702,2210310.0,-2344140.0,-9999
703,2197530.0,-2339460.0,-9999
704,2213880.0,-2342940.0,-9999
705,1514190.0,-2128980.0,-9999
706,2210340.0,-2344950.0,-9999
707,2182260.0,-2346030.0,-9999
708,2039790.0,-2309520.0,12
709,1515570.0,-2126430.0,-9999
710,1510800.0,-2124720.0,-9999
711,2244510.0,-2339700.0,12
712,1513440.0,-2126610.0,-9999
713,2170740.0,-2346330.0,-9999
714,2215410.0,-2338080.0,-9999
715,2194620.0,-2339820.0,-9999
716,2174160.0,-2342850.0,-9999
717,2181810.0,-2339760.0,-9999
718,2213490.0,-2340570.0,-9999
719,2181000.0,-2348040.0,-9999
720,1538550.0,-2179800.0,-9999
721,2238900.0,-2347860.0,-9999
722,2202690.0,-2342160.0,-9999
723,1515270.0,-2138400.0,-9999
724,1513650.0,-2142420.0,-9999
725,2206020.0,-2347590.0,-9999
726,2197200.0,-2347320.0,-9999
727,1511010.0,-2133210.0,-9999
728,1503150.0,-2123520.0,-9999
729,1502040.0,-2113770.0,-9999
730,2192880.0,-2336490.0,-9999
731,1515120.0,-2130930.0,-9999
732,2190240.0,-2345580.0,-9999
733,1521330.0,-2144010.0,-9999
